1000, 0.02048, 0.005
2000, 0.00873, 0.005
3000, 0.00700, 0.005
4000, 0.00657, 0.005
5000, 0.00595, 0.005
6000, 0.00568, 0.005
7000, 0.00537, 0.005
8000, 0.00509, 0.005
9000, 0.00508, 0.005
10000, 0.00498, 0.005
11000, 0.00660, 0.02
12000, 0.00584, 0.02
13000, 0.00554, 0.02
14000, 0.00512, 0.02
15000, 0.00486, 0.02
16000, 0.00470, 0.02
17000, 0.00446, 0.02
18000, 0.00447, 0.02
19000, 0.00436, 0.02
20000, 0.00427, 0.02
21000, 0.00419, 0.02
22000, 0.00419, 0.02
23000, 0.00399, 0.02
24000, 0.00403, 0.02
25000, 0.00401, 0.02
26000, 0.00397, 0.02
27000, 0.00391, 0.02
28000, 0.00378, 0.02
29000, 0.00380, 0.02
30000, 0.00373, 0.02
31000, 0.00369, 0.02
32000, 0.00354, 0.02
33000, 0.00351, 0.02
34000, 0.00352, 0.02
35000, 0.00335, 0.02
36000, 0.00332, 0.02
37000, 0.00329, 0.02
38000, 0.00325, 0.02
39000, 0.00315, 0.02
40000, 0.00326, 0.02
41000, 0.00314, 0.02
42000, 0.00304, 0.02
43000, 0.00299, 0.02
44000, 0.00302, 0.02
45000, 0.00298, 0.02
46000, 0.00304, 0.02
47000, 0.00299, 0.02
48000, 0.00289, 0.02
49000, 0.00299, 0.02
50000, 0.00287, 0.02
51000, 0.00289, 0.02
52000, 0.00280, 0.02
53000, 0.00284, 0.02
54000, 0.00287, 0.02
55000, 0.00291, 0.02
56000, 0.00279, 0.02
57000, 0.00279, 0.02
58000, 0.00273, 0.02
59000, 0.00273, 0.02
60000, 0.00286, 0.02
61000, 0.00272, 0.02
62000, 0.00267, 0.02
63000, 0.00269, 0.02
64000, 0.00274, 0.02
65000, 0.00263, 0.02
66000, 0.00264, 0.02
67000, 0.00259, 0.02
68000, 0.00267, 0.02
69000, 0.00264, 0.02
70000, 0.00262, 0.02
71000, 0.00255, 0.02
72000, 0.00253, 0.02
73000, 0.00248, 0.02
74000, 0.00247, 0.02
75000, 0.00256, 0.02
76000, 0.00245, 0.02
77000, 0.00252, 0.02
78000, 0.00254, 0.02
79000, 0.00248, 0.02
80000, 0.00249, 0.02
81000, 0.00239, 0.02
82000, 0.00247, 0.02
83000, 0.00242, 0.02
84000, 0.00238, 0.02
85000, 0.00238, 0.02
86000, 0.00233, 0.02
87000, 0.00231, 0.02
88000, 0.00238, 0.02
89000, 0.00237, 0.02
90000, 0.00236, 0.02
91000, 0.00233, 0.02
92000, 0.00232, 0.02
93000, 0.00238, 0.02
94000, 0.00233, 0.02
95000, 0.00226, 0.02
96000, 0.00226, 0.02
97000, 0.00231, 0.02
98000, 0.00225, 0.02
99000, 0.00227, 0.02
100000, 0.00229, 0.02
101000, 0.00226, 0.02
102000, 0.00227, 0.02
103000, 0.00218, 0.02
