scorer,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/2019-11-27_4_CR019_eye/img0057.png,169.2634591252095,104.53867538310574,170.22382772158142,128.06770599421725,162.5408789506062,116.06309853956851,176.7063157470917,117.50365143412637,179.5874215362074,71.40595880827524,175.74594715071981,171.52438498004565
labeled-data/2019-11-27_4_CR019_eye/img0064.png,170.65673716229225,109.00630176533335,170.39128411517638,127.32256201632919,162.69314574881582,116.43898708457803,177.2930633401893,119.35897060285274,187.1148260834769,68.92289165083525,175.16943896326225,170.59140869621785
labeled-data/2019-11-27_4_CR019_eye/img0259.png,173.4820530418004,112.8542532922247,172.42376451011216,128.4640091346264,165.54488905413854,119.46855661527626,178.77349570024165,121.05598941280863,182.74207769407258,69.19985136008444,174.80491370641073,173.9704159972211
labeled-data/2019-11-27_4_CR019_eye/img0736.png,174.48963303555698,112.1014014291017,173.11028010057186,126.99841312694109,167.59286836063134,119.82577786501842,179.45530360150346,121.48100138700057,186.07619768943206,68.51384868357164,172.5585389265778,173.89641291643548
labeled-data/2019-11-27_4_CR019_eye/img0911.png,172.28072361559074,112.49359296343562,172.86447707613053,128.5468131282796,166.15131227992302,119.79051122018289,178.41013495125844,120.66614141099257,187.16643685935517,66.08519285052299,171.69697015505096,174.07958305038255
labeled-data/2019-11-27_4_CR019_eye/img1174.png,174.84151253695654,113.34065893659852,172.643561306837,125.42939070225577,168.24765884659803,119.93451262695702,178.1384393821358,120.48400043448689,185.28178088002414,69.38163433420854,169.89612226918763,173.5095738611198
labeled-data/2019-11-27_4_CR019_eye/img1596.png,173.9770273302165,113.27105797073928,173.9770273302165,126.15129561619769,169.39738727849794,119.28183553861987,177.69798487223778,119.8542905450847,182.85007993042115,68.61956746648349,174.26325483344888,173.95128865600998
labeled-data/2019-11-27_4_CR019_eye/img1696.png,175.36287575541627,113.17783787847219,172.80942513447454,127.54099762126957,167.0641612373556,119.56146443082659,179.51223301444662,120.51900841367974,181.10813965253521,68.4924520119915,173.76696911732768,174.14147145345657
labeled-data/2019-11-27_4_CR019_eye/img1802.png,176.3841116252749,112.73323600153557,172.5562786858639,129.4116509518264,167.3613625538061,119.84206860329888,180.4853612032153,121.75598507300438,182.1258610343914,67.34607400566216,174.4701951555694,173.70514639358242
labeled-data/2019-11-27_4_CR019_eye/img3010.png,174.72741057079435,113.42073693120548,172.96108558374172,128.05600110964156,167.40977848157632,120.23370473840848,179.5217212499372,120.99070116143103,183.30670336504997,69.7672765369048,173.97041414777178,175.2421114780475
labeled-data/2019-11-27_4_CR019_eye/img3569.png,173.85373631275854,115.50775710421651,174.10324384024733,124.73953562130127,169.61210834544931,119.74938507152572,177.5963492250902,120.74741518148083,182.0874847198882,70.34689462874778,174.60225889522485,175.14005617403433
labeled-data/2019-11-27_4_CR019_eye/img4094.png,174.7757540553433,111.46976561337871,173.69863476686342,130.5886329838961,164.00456117054475,119.81744009909758,181.50774960834238,121.9716786760573,184.20054782954202,68.65427389630449,177.19927245442295,176.09692292217
labeled-data/2019-11-27_4_CR019_eye/img4148.png,172.22470211413568,107.12878029631806,172.22470211413568,129.85562066810715,164.08793210448277,118.07133306792022,181.20320695237334,120.59653755367457,183.16725488573783,70.65360439097753,177.27511108564437,175.58987968788028
labeled-data/2019-11-27_4_CR019_eye/img5461.png,173.40995253997778,113.60740308482121,173.40995253997778,126.09219483765588,168.287986692661,119.68973752850991,177.5715497909227,120.3299832594245,181.4130241764103,71.35118484445769,177.5715497909227,175.39111611808
labeled-data/2019-11-27_4_CR019_eye/img5614.png,173.4053541478382,114.75783311923605,174.01058709526242,126.55987559400815,168.8661070421566,119.90231317234183,178.549834200944,121.11277906719026,185.2073966226103,69.0627455887082,176.73413535867135,177.09682670392968
labeled-data/2019-11-27_4_CR019_eye/img6490.png,172.504079998679,106.95918095658507,173.09338576327625,131.12071730507262,162.74445848645595,117.8537589171392,181.1025408650249,121.04646889602071,182.69889585446563,71.55946422335666,177.90983088614334,175.32253853700712
labeled-data/2019-11-27_4_CR019_eye/img6983.png,174.47835699904962,114.12907355780013,173.5490591513839,128.06854127278638,167.66350611616747,120.32439254223846,179.12484623737836,121.25369038990422,183.7713354757071,72.62043636206337,172.92952725294003,175.15296555451764
labeled-data/2019-11-27_4_CR019_eye/img7045.png,173.40877782851342,109.04231047117463,171.96869504790976,131.7956184047124,163.0401818081671,119.41090649152095,181.4732413998939,120.85098927212461,180.89720828765243,68.43197605815149,172.5447281601512,173.8460355983392
labeled-data/2019-11-27_4_CR019_eye/img7266.png,176.56033254682154,108.771202266317,174.2780448236789,130.16764967077916,166.2900377926797,118.756211055066,183.69248168164228,120.18264088203014,192.53634660881994,77.67503203849867,180.83962202771397,170.96354272195367
labeled-data/2019-11-27_4_CR019_eye/img7548.png,174.83148412841933,117.07873697635351,175.07440089103108,130.43915891999785,170.45898240140843,123.63748956686983,178.7181523302068,124.12332309209326,186.00565520855827,74.32538675669159,173.61690031536074,170.5204247509309
