scorer,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2019-05-21_5_FR140_eye\img00445.png,430.65292360000007,112.34723659999999,430.4700623,132.2220001,440.5776978,123.15161172303563,420.6162415,122.8334503,436.1020871521245,47.20997191813318,436.08501604787557,201.73674726912012,535.3176197875301,123.9987346048218,344.2481418418622,119.34606874575522
labeled-data\2019-05-21_5_FR140_eye\img03141.png,439.6169808337376,117.92851987951471,440.3772551,140.58312709999998,450.16767369999997,128.6947616,428.8751225397574,128.84106225902946,436.60416947951467,42.33757245893134,436.88067699999993,203.01728451203923,534.7584562192252,126.48702396763116,343.41518503336584,116.70050745195229
labeled-data\2019-05-21_5_FR140_eye\img03737.png,445.117414297409,118.96774950777306,445.997296492227,139.19755820777306,455.7233887,128.59837069222692,435.1174011,128.0980225,439.3711322033316,57.42708744359999,438.4429129740898,198.56669565700253,522.7118015200989,125.8338315231745,354.48268324621233,118.6933765879501
labeled-data\2019-05-21_5_FR140_eye\img03741.png,446.51721704518894,109.39363168954033,447.3422984991624,127.1895676,456.4391721112972,119.48884956610829,437.1146545,119.0836868,433.28576421297237,87.87998925108283,431.0305692025127,161.20632918494368,489.3356903582577,124.70691310034017,363.51814556332306,115.24694732628494
labeled-data\2019-05-21_5_FR140_eye\img03744.png,,,,,,,,,419.36049554804504,78.91999348075967,418.59961799859275,130.34901380406131,,,,
labeled-data\2019-05-21_5_FR140_eye\img03745.png,448.64933375521457,107.88604967259649,449.7874906447854,126.94902710695277,458.4870228223928,117.38948218108366,439.1042761741309,117.22135318108367,425.4741546451929,79.50496845805806,421.6951805625748,168.3648622780148,503.5703089322451,130.4481117518887,355.6155346139276,116.74389594881981
labeled-data\2019-05-21_5_FR140_eye\img08922.png,433.973512980704,116.2189773435072,435.14036919684486,136.1554583161408,444.92280660000006,125.89749909999999,423.01025209192954,125.54385065157759,431.6298239273663,76.74755112773138,431.6298239273663,168.977400259283,507.8076504574074,124.59935147026498,363.8051406860389,115.01476883937845
labeled-data\2019-05-21_5_FR140_eye\img09950.png,441.13298120579395,120.33682050347637,443.1293890953648,140.61697340347638,452.29946690347646,130.4092042965236,430.5868364,130.7927084,439.3621280034764,47.64175505103016,438.7304173745065,204.45777252433467,533.4056049335225,123.18267611499553,346.2838434743353,119.79891912658346
labeled-data\2019-05-21_5_FR140_eye\img12051.png,447.60856812450186,124.35334452100166,448.0791605649973,142.3654385035003,457.8601455,133.5899709,437.92965039999996,133.5899709,434.5937506525042,48.12222092249319,436.91469940350026,204.38152655250406,527.392384511335,121.14155205742907,346.2176669204913,119.56337507493043
labeled-data\2019-05-21_5_FR140_eye\img13968.png,454.1256157874962,121.44911454998474,454.36356739999997,139.8838114,463.1050126,130.96026768124426,445.27246439999993,130.7927084,440.4185689562366,48.610887898786245,441.8049646750228,205.02956633119848,532.4768409572314,122.59142825411706,345.323243074766,120.5347953103537
labeled-data\2019-05-21_5_FR140_eye\img14318.png,436.6340924506271,122.0068462740592,435.7664795,140.6771088,445.4823293753136,130.5355821629704,426.1119995,131.6394348,438.2178816370296,49.23988335016551,434.9084611629703,204.71022759749133,531.338025945227,126.88857222637697,346.2537955758364,119.81724781027069
labeled-data\2019-05-21_5_FR140_eye\img14648.png,433.0870361328125,117.19522857666016,432.98138427734375,135.9901885986328,441.0647277832031,126.57120513916016,423.71875,127.02819061279297,432.5861511230469,56.536224365234375,433.53656005859375,197.5520477294922,517.9075927734375,127.51573944091797,348.93463134765625,119.48239135742188
labeled-data\2019-05-21_5_FR140_eye\img14954.png,432.04141239999996,111.62343600000001,431.210144,128.9026642,441.17739869999997,119.83395390000001,422.3126221,120.4182205,429.8532021377544,62.34639543678962,426.24680323941226,189.62511784770166,517.4708645057302,129.98202651509771,351.6030992269829,112.15362947937825
labeled-data\2019-05-21_5_FR140_eye\img14956.png,426.79681396484375,109.1789779663086,427.5516737780158,125.1209790359714,435.2191467285156,117.4271011352539,417.7444763183594,118.82058715820312,417.7424011230469,79.63929748535156,418.9420166015625,131.5292510986328,,,351.87017822265625,105.06040954589844
labeled-data\2019-05-21_5_FR140_eye\img14962.png,432.15874859925145,110.60346979999998,432.3688149980036,127.52722040024956,440.6575317,118.75289529925135,422.3849791999998,118.59702940174681,428.5548516022459,65.33085336001818,424.2821821012477,189.01283540549002,510.59042412357223,130.6448153671425,350.86072125283687,115.22689037961979
labeled-data\2019-05-21_5_FR140_eye\img14965.png,,,,,,,,,407.75999842757665,86.1759722159617,407.3717847758035,123.88601316418098,,,,
labeled-data\2019-05-21_5_FR140_eye\img14966.png,433.0343082155913,107.1066087410806,432.1380310058594,127.19576263427734,442.4331101085778,118.46349436177263,421.9068603515625,117.18366241455078,431.65234375,70.61408996582031,431.4448547363281,182.02267456054688,506.9190979003906,127.98997497558594,351.77874755859375,114.86283111572266
labeled-data\2019-05-21_5_FR140_eye\img15125.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-21_5_FR140_eye\img15126.png,,,,,,,,,394.53122674337226,112.92666239461207,394.5617331384863,128.07693121545907,,,,
labeled-data\2019-05-21_5_FR140_eye\img15127.png,,,,,,,,,399.1536602785149,105.61807977043219,401.4914648031232,128.79631551640546,,,,
labeled-data\2019-05-21_5_FR140_eye\img15199.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-21_5_FR140_eye\img15200.png,,,,,,,,,422.0367431640625,104.82456970214844,421.7276306152344,113.34568786621094,,,,
labeled-data\2019-05-21_5_FR140_eye\img15201.png,,,,,,,,,394.1619160562027,112.27105457290395,391.1973772924565,128.57601777350783,,,,
labeled-data\2019-05-21_5_FR140_eye\img16157.png,427.2911987,120.3324051,427.36282350000005,136.2667847,435.86246110074876,129.10140989850274,418.1902466,127.42779540000001,431.20297510249554,56.286980550766785,431.3618241014973,202.43783210524046,525.0035339426045,131.8985337158329,343.9970945890878,122.64777872331928
labeled-data\2019-05-21_5_FR140_eye\img17149.png,436.967926,119.51317310383875,431.8220975747189,138.55597582528108,443.8377177379216,132.23731432144228,424.28107247855763,126.83934438735949,430.8912567950369,112.76039544664943,414.4235065146966,182.52758602303254,500.2119016958683,158.57399989689998,356.8906913826505,122.80896198631561
labeled-data\2019-05-21_5_FR140_eye\img20259.png,429.57330865967845,118.1410169093832,429.63043812155513,136.4157981309383,437.6371220618766,128.02401073093833,420.0971022,127.08929625469156,432.94186597844487,53.70348304311029,431.0793179546916,204.6778839950131,527.1516636298538,130.15667203708026,343.80752119563317,122.12934531053818
labeled-data\2019-05-21_5_FR140_eye\img20827.png,439.0262903849052,117.28306204905162,440.6475713358535,138.43751361509484,449.11870030000006,127.9954459,429.537863,127.2961303,435.45006238867217,47.03413417246584,432.65279998867214,202.23391784338773,531.9316069611257,128.2982890491299,347.4149745381783,123.16443839251761
labeled-data\2019-05-21_5_FR140_eye\img23069.png,444.38450689656474,119.92569039312954,445.6221222,140.23346919999997,455.4125408,130.0933928,436.3745804758777,130.3142378827482,437.10609925519077,45.17721993129841,440.72233562755747,205.40321168969436,527.4656821908571,128.67141192994896,345.56418453717987,118.83031868865055
labeled-data\2019-05-21_5_FR140_eye\img25446.png,440.79131925862595,118.20960457244249,441.394025320687,138.99585399656476,449.8180159,128.6947616,431.9854677,128.2852746138166,440.1242068379388,46.838053928244534,437.3867734241222,203.7239062207627,530.6046932642736,130.32308556961527,345.5286494037259,121.434356190378
labeled-data\2019-05-21_5_FR140_eye\img28012.png,421.86142873018974,114.36169770943096,421.8002302452846,134.9884869754742,431.6257935,124.01048279999999,411.391116709431,123.17126206414645,431.92454750376714,46.90489365227615,432.1878662,200.27637622262898,523.8481855937828,129.94091204846433,342.65345653687865,118.46524587486041
labeled-data\2019-05-21_5_FR140_eye\img28564.png,429.7163376263682,119.61095005273638,429.64955463150915,138.43298011061364,438.628966,129.0444194,419.85913593150906,127.54867957396368,435.0801879106136,46.20584432117725,434.9466218208954,203.78866477943643,529.4435540974607,131.87024477972005,343.15681654025263,122.00459201189285
labeled-data\2019-05-21_5_FR140_eye\img32166.png,,,,,,,,,409.72574456587006,80.40226286263271,407.96549602519804,120.7598225950259,469.7897558081852,107.8238759135607,347.6907052521292,104.83125212542205
labeled-data\2019-05-21_5_FR140_eye\img32173.png,424.5326843,101.8055191,424.61521730000004,119.8246041,433.91012570000004,111.2175355629704,414.3998108,109.46605998640243,429.4291475395383,64.49319778798784,420.9064125715505,173.5880393085801,505.6355831908983,123.45878886602574,353.7558326884414,102.55226450536367
labeled-data\2019-05-21_5_FR140_eye\img32195.png,447.390146227856,110.94350337406134,447.68066222318805,131.86065503797352,458.4297540504763,123.72620716867435,437.1822204589844,121.54364013671875,431.08721923828125,87.45553588867188,427.2130432128906,157.64939880371094,497.64941342031165,128.37446309398817,360.5283508300781,108.4868392944336
labeled-data\2019-05-21_5_FR140_eye\img32207.png,,,,,,,,,,,,,,,354.2744775860342,105.13051450423592
labeled-data\2019-05-21_5_FR140_eye\img32209.png,,,,,,,,,393.4966036091706,112.30737165048062,390.45624260152,124.87034431882518,449.14065167002866,123.0862572330677,338.11430913008564,109.61945018644388
labeled-data\2019-05-21_5_FR140_eye\img32314.png,,,,,,,,,404.0235595703125,107.4599609375,402.5403137207031,128.10243225097656,,,,
labeled-data\2019-05-21_5_FR140_eye\img32315.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-21_5_FR140_eye\img32316.png,,,,,,,,,415.6548220933623,115.23559333665014,412.69028332961625,125.6114790097617,,,,
labeled-data\2019-05-21_5_FR140_eye\img32317.png,,,,,,,,,400.8337097167969,104.2142333984375,397.5855712890625,154.43243408203125,,,,
labeled-data\2019-05-21_5_FR140_eye\img32318.png,430.77691650390625,111.30120849609375,431.3774719238281,128.05323791503906,438.61654520246896,118.3557948646546,422.4645080566406,119.91736602783203,427.1687316894531,87.71003723144531,430.1448974609375,181.17872619628906,502.64251708984375,136.3650360107422,347.27378874804714,122.770128819701
labeled-data\2019-05-21_5_FR140_eye\img32320.png,425.8809403567983,130.87326444446492,,,435.26813716336085,136.9858577138545,418.31006447521804,139.04504340247823,421.07818850227795,78.0429940447411,431.5690739743459,153.39335547609014,484.8238040259117,116.02839507594751,354.05796944147124,122.79590905277165
labeled-data\2019-05-21_5_FR140_eye\img32321.png,,,,,,,,,412.928955078125,103.5451889038086,414.11492919921875,139.0475311279297,,,,
labeled-data\2019-05-21_5_FR140_eye\img32358.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-21_5_FR140_eye\img32360.png,444.76520880774353,112.11147074909593,444.76520880774353,130.12584104398675,452.6472473144531,120.70816040039062,434.6219482421875,122.08618927001953,434.4283752441406,77.33651733398438,437.66363525390625,189.20651245117188,516.5767211914062,131.1076202392578,354.91229248046875,120.02664947509766
labeled-data\2019-05-21_5_FR140_eye\img32376.png,,,,,,,,,424.77509082408335,93.41693928753537,421.5838996208547,123.38807493695208,492.5336965980388,115.60469776272112,368.04054701147186,107.52461353474683
labeled-data\2019-05-21_5_FR140_eye\img32396.png,449.46835810000005,116.1070805,450.8669893,133.2403131,456.81117209999996,124.4988679,441.8566656763117,124.28422855787063,440.8746221592207,59.83755483269985,438.1177494473764,195.13090389205308,529.155727478758,121.61104833957125,351.63583128023686,118.82763533297424
labeled-data\2019-05-21_5_FR140_eye\img32414.png,,,451.2292872583163,119.68240148226937,460.8118844437693,111.41502445932704,441.95835457849597,111.11576208051318,434.348626140896,96.31716349447744,431.3692725589559,139.90666063731373,499.1889431661481,127.78658467252582,362.1285153384661,108.17607244834738
labeled-data\2019-05-21_5_FR140_eye\img32416.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-21_5_FR140_eye\img32417.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-21_5_FR140_eye\img32444.png,447.106241830576,112.72811172068043,446.288208,128.7009735,454.65090939999993,122.14965819999999,438.0679436539158,118.59732155085976,429.67591500088935,90.53476355979107,425.7921976562818,158.124451749633,498.7904724803942,126.3651814276855,356.3452186133702,108.92791759223945
labeled-data\2019-05-21_5_FR140_eye\img32850.png,445.8262566210017,121.13837941400108,445.8602791245018,138.63070357899832,453.3486164035002,130.6566187859989,436.28342861050083,129.70027893150245,440.12023084550356,47.029791393995644,438.34735300700055,203.67277728750682,523.9720520206367,125.29334001712232,345.63805299829073,120.24317367312668
labeled-data\2019-05-21_5_FR140_eye\img35568.png,441.18934794362673,120.92899253243556,440.49003234362664,139.8499943084978,450.47785142393775,130.9844458957511,429.88752080000006,130.05957570849782,435.36360547181334,46.051415547253264,429.6168231521245,203.34678395792903,528.434863643515,125.20042314175495,345.11982879629136,120.85793500662615
