scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-08-20_1_SS048_eye\img004285.png,142.16363140510893,92.17136329202145,140.9342141147238,126.59504742280538,122.90276052240839,107.33417654010483,158.55586194357747,111.43223417472197,158.14605618011575,39.30641980546042,156.91663888973062,199.54047331899034
labeled-data\2015-08-20_1_SS048_eye\img008211.png,,,,,,,,,187.2422653858974,83.15563649586375,187.65207114935913,106.51456501318143
labeled-data\2015-08-20_1_SS048_eye\img013565.png,142.98324293203237,90.5321402381746,141.3440198781855,126.59504742280538,126.18120663010211,108.97339959395168,158.9656677070392,110.61262264779856,156.09702736280718,37.667196751613574,156.09702736280718,199.95027908245206
labeled-data\2015-08-20_1_SS048_eye\img021865.png,157.73625041665403,82.33602496894034,155.27741583588377,122.90679555164994,134.37732189933638,101.59689585164085,175.35789824550773,102.41650737856429,166.75197721281174,46.68292354777125,167.57158873973518,182.3286312535984
labeled-data\2015-08-20_1_SS048_eye\img024362.png,,,,,,,,,187.2422653858974,86.84388836701916,188.47168267628254,108.56359383048999
labeled-data\2015-08-20_1_SS048_eye\img024372.png,,,,,,,,,179.04615011666314,99.13806127087057,179.86576164358658,113.89106875549226
labeled-data\2015-08-20_1_SS048_eye\img024373.png,,,,,,,,,174.5382867185843,97.90864398048544,173.30886942819916,115.94009757280082
labeled-data\2015-08-20_1_SS048_eye\img025397.png,139.29499106087692,81.5164134420169,137.65576800703008,120.85776673434137,117.98509136086784,100.36747856125572,157.32644465319234,104.46553619587286,157.32644465319234,30.700498772764433,149.94994091088148,197.08163873822008
labeled-data\2015-08-20_1_SS048_eye\img028635.png,140.11460258780036,90.12233447471289,137.65576800703008,127.41465894972879,118.80470288779128,106.51456501318143,156.5068331262689,109.79301112087512,157.32644465319234,37.667196751613574,155.68722159934546,199.54047331899034
labeled-data\2015-08-20_1_SS048_eye\img037133.png,,,,,,,,,158.14605618011575,85.20466531317231,157.73625041665403,121.26757249780309
labeled-data\2015-08-20_1_SS048_eye\img040545.png,143.80285445895578,86.43408260355747,142.16363140510893,124.54601860549681,122.08314899548498,103.64592466894942,161.42450228780947,107.74398230356655,160.19508499742432,36.847585224690135,156.91663888973062,197.49144450168177
labeled-data\2015-08-20_1_SS048_eye\img042324.png,141.7538256416472,89.71252871125117,140.9342141147238,126.18524165934366,122.90276052240839,106.92437077664312,159.7852792339626,111.02242841126025,158.9656677070392,38.07700251507529,156.91663888973062,199.13066755552865
labeled-data\2015-08-20_1_SS048_eye\img046033.png,,,,,,,,,157.32644465319234,63.48495984970151,159.3754734705009,118.39893215357111
labeled-data\2015-08-20_1_SS048_eye\img046036.png,,,,,,,,,183.96381927820372,82.33602496894034,185.19323656858884,104.46553619587286
labeled-data\2015-08-20_1_SS048_eye\img051376.png,142.57343716857065,86.43408260355747,141.7538256416472,126.18524165934366,122.08314899548498,103.64592466894942,161.01469652434776,107.33417654010483,159.3754734705009,40.12603133238383,154.86761007242205,195.85222144783495
labeled-data\2015-08-20_1_SS048_eye\img058192.png,158.9656677070392,77.82816157086148,157.32644465319234,128.23427047665223,131.09887579164266,101.59689585164085,180.68537317051,104.87534195933455,162.6539195781946,20.455354686221597,159.3754734705009,201.1796963728372
labeled-data\2015-08-20_1_SS048_eye\img058311.png,146.26168903972606,75.77913275355291,146.67149480318778,131.92252234780764,117.57528559740612,100.77728432471741,172.89906366473744,102.82631314202598,157.73625041665403,5.702347201599935,157.32644465319234,204.0483367170692
labeled-data\2015-08-20_1_SS048_eye\img058470.png,,,,,,,,,199.94624405321053,70.04185206508893,201.17566134359566,79.05757886124661
labeled-data\2015-08-20_1_SS048_eye\img058479.png,,,,,112.65761643586558,90.9419460016363,149.13032938395807,92.17136329202145,140.88601684570312,74.6639633178711,142.16363140510893,115.94009757280082
labeled-data\2015-08-20_1_SS048_eye\img058480.png,,,,,,,,,204.8639132147511,80.28699615163177,205.2737189782128,99.957672797794
labeled-data\2015-08-20_1_SS048_eye\img058491.png,,,,,,,,,222.48556104360478,93.8105863458683,222.07575528014303,109.3832053574134
labeled-data\2015-08-20_1_SS048_eye\img058495.png,,,,,,,,,163.06372534165632,90.9419460016363,159.7852792339626,106.1047592497197
labeled-data\2015-08-20_1_SS048_eye\img059737.png,,,,,,,,,,,,
labeled-data\2015-08-20_1_SS048_eye\img059739.png,,,,,,,,,255.75006103515625,131.4822235107422,254.45041059361841,142.9872779612739
