scorer,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_left,pupil_right,pupil_right,pupil_right,lid_top,lid_top,lid_top,lid_bottom,lid_bottom,lid_bottom
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2015-11-10_5_SS047_eye\img4269.png,140.26046752929688,66.1800537109375,0.0001882016658782959,139.0540771484375,58.67029571533203,0.00021979212760925293,95.6387939453125,78.79481506347656,0.0013915002346038818,151.39508056640625,71.2119140625,0.017533302307128906,146.8927459716797,63.35855484008789,0.9999964833259583,137.0020294189453,107.3795166015625,0.9685479402542114
labeled-data\2015-11-10_5_SS047_eye\img4270.png,152.89109802246094,82.76850128173828,0.0006546676158905029,158.74365234375,106.23268127441406,0.00033423304557800293,139.81227111816406,84.6301498413086,0.007180958986282349,182.32791137695312,85.05950164794922,0.01741775870323181,142.1081085205078,73.23328399658203,0.9999990463256836,136.1824188232422,142.92062377929688,0.8342313766479492
labeled-data\2015-11-10_5_SS047_eye\img4274.png,1.1280827522277832,127.29833221435547,0.0003878474235534668,-2.204049587249756,123.03692626953125,0.00010913610458374023,126.31930541992188,79.57405090332031,0.000769883394241333,152.7764434814453,78.18064880371094,0.0037412643432617188,148.11373901367188,66.01298522949219,0.9999892711639404,136.25885009765625,116.5928726196289,0.9925593733787537
labeled-data\2015-11-10_5_SS047_eye\img4334.png,137.362548828125,98.27789306640625,0.00029671192169189453,117.37866973876953,120.30397033691406,0.0005873143672943115,110.02554321289062,82.2132568359375,9.629130363464355e-05,165.447265625,104.47193145751953,0.0006413757801055908,129.31671142578125,83.33042907714844,1.0,132.79515075683594,132.9984588623047,0.9999998807907104
labeled-data\2015-11-10_5_SS047_eye\img4335.png,111.63082885742188,116.17926788330078,0.00013870000839233398,117.72177124023438,109.67041015625,8.705258369445801e-05,106.8727798461914,114.27198028564453,0.0004960894584655762,151.28656005859375,114.59812927246094,0.016597896814346313,120.81678009033203,112.17227935791016,0.9965887069702148,138.6067657470703,157.2108917236328,0.999664306640625
labeled-data\2015-11-10_5_SS047_eye\img4336.png,128.33209228515625,118.53040313720703,0.00017014145851135254,124.05036163330078,106.30155181884766,0.00011983513832092285,108.40216064453125,129.4662322998047,0.0006521344184875488,134.2989959716797,127.1190185546875,0.008357703685760498,125.78934478759766,121.84337615966797,0.9989017248153687,145.291748046875,166.13499450683594,0.9992996454238892
labeled-data\2015-11-10_5_SS047_eye\img4337.png,107.96880340576172,115.8514175415039,0.0001558065414428711,109.48431396484375,106.19507598876953,9.372830390930176e-05,107.84156799316406,112.79632568359375,0.00044295191764831543,152.281982421875,127.96866607666016,0.005917072296142578,115.2920150756836,120.44821166992188,0.9772449135780334,152.03277587890625,166.710205078125,0.9999980330467224
labeled-data\2015-11-10_5_SS047_eye\img4338.png,152.8615264892578,99.96365356445312,0.0002168118953704834,134.2249298095703,93.62229919433594,0.0001195073127746582,124.4754409790039,97.21146392822266,0.00040099024772644043,184.37515258789062,109.0750732421875,0.0004742741584777832,138.9017791748047,95.0096206665039,1.0,135.0447998046875,158.93136596679688,0.9999867677688599
labeled-data\2015-11-10_5_SS047_eye\img4340.png,158.14617919921875,81.74327850341797,0.00030034780502319336,160.62379455566406,77.89860534667969,0.00015333294868469238,156.3494415283203,79.5202407836914,0.0008275806903839111,169.3459930419922,79.00907135009766,0.006572067737579346,165.38958740234375,68.23379516601562,0.9999995827674866,159.2189178466797,119.21166229248047,0.7511758804321289
