scorer,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000,DLC_resnet50_PupilDetectionOct1shuffle1_500000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_right,pupil_left,pupil_left,pupil_left,lid_top,lid_top,lid_top,lid_bot,lid_bot,lid_bot,corner_right,corner_right,corner_right,corner_left,corner_left,corner_left
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2019-11-13_12_CR017_eye\img10601.png,102.74948120117188,108.94589233398438,0.9999946355819702,101.32292938232422,125.45293426513672,0.9999978542327881,109.29212188720703,118.51567840576172,0.9999906420707703,96.80323791503906,116.44542694091797,0.9999932050704956,119.8959732055664,75.25376892089844,0.9998860359191895,106.83149719238281,172.94155883789062,0.9986753463745117,180.22927856445312,135.69924926757812,0.9994759559631348,46.74346160888672,108.31858825683594,0.9996248483657837
labeled-data\2019-11-13_12_CR017_eye\img10558.png,102.77012634277344,109.04891204833984,0.999995231628418,101.19793701171875,125.64733123779297,0.9999973773956299,108.59192657470703,118.57402038574219,0.9999821186065674,97.77935791015625,116.66339111328125,0.9999899864196777,119.86927795410156,75.45166778564453,0.9998781681060791,107.2136459350586,172.9513702392578,0.9987791180610657,179.52810668945312,135.5819854736328,0.999609649181366,46.82429504394531,108.8536605834961,0.9996196031570435
labeled-data\2019-11-13_12_CR017_eye\img10560.png,102.4743423461914,109.10248565673828,0.9999934434890747,100.69438171386719,125.48040008544922,0.9999971389770508,107.12005615234375,118.50084686279297,0.9999616146087646,98.42302703857422,116.9300308227539,0.9999793171882629,120.02534484863281,75.15609741210938,0.9998636245727539,107.86334228515625,173.1178741455078,0.9988342523574829,179.6298065185547,135.28904724121094,0.9996298551559448,46.719539642333984,108.8135986328125,0.999611496925354
labeled-data\2019-11-13_12_CR017_eye\img11475.png,110.61173248291016,113.17536926269531,0.9999955296516418,109.31591796875,128.48495483398438,0.9999994039535522,114.16476440429688,121.06620788574219,0.9999093413352966,105.44585418701172,120.19373321533203,0.9999206066131592,121.5693588256836,74.44434356689453,0.9998103380203247,109.1476058959961,173.5778350830078,0.9990540146827698,181.56082153320312,135.7678985595703,0.9993531107902527,47.706390380859375,107.81053924560547,0.9997348189353943
labeled-data\2019-11-13_12_CR017_eye\img11472.png,110.8712158203125,113.03495788574219,0.9999957084655762,109.36659240722656,128.56674194335938,0.9999995827674866,114.39210510253906,121.35126495361328,0.9999186396598816,104.89814758300781,119.97409057617188,0.9999039769172668,121.78653717041016,74.41649627685547,0.9998136758804321,107.3694839477539,173.57550048828125,0.9992035031318665,180.70135498046875,135.67210388183594,0.9995285272598267,46.751766204833984,108.05531311035156,0.9996709227561951
labeled-data\2019-11-13_12_CR017_eye\img12214.png,101.0697250366211,107.66747283935547,0.999994158744812,99.64599609375,129.3512420654297,0.9999927878379822,98.4662857055664,119.17951202392578,0.9957022666931152,98.1025390625,119.00786590576172,0.9995930194854736,119.30322265625,71.77406311035156,0.9998456239700317,107.86151123046875,175.15074157714844,0.9985650777816772,178.18487548828125,134.8009490966797,0.9995148181915283,46.52300262451172,108.22908020019531,0.9996721744537354
labeled-data\2019-11-13_12_CR017_eye\img11454.png,111.07923889160156,113.31526947021484,0.999996542930603,108.921875,127.54007720947266,0.9999997019767761,116.14741516113281,122.10323333740234,0.9999896883964539,103.6884994506836,119.27291107177734,0.9999827742576599,122.59524536132812,76.49345397949219,0.9998127222061157,105.78004455566406,172.07803344726562,0.9991404414176941,180.82534790039062,136.80821228027344,0.9996054172515869,47.410240173339844,107.35055541992188,0.9996788501739502
