scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-11-24_1_SS052_eye\img02424.png,171.6426251093688,110.69140832747172,173.03739942356188,163.2279074954108,144.21206359690504,135.33242121154936,197.67841230763952,138.58689461133318,172.57247465216417,52.57581190276039,173.50232419495958,227.38752594829214
labeled-data\2015-11-24_1_SS052_eye\img03373.png,172.1075498807665,112.0861826416648,173.96724896635726,159.0435845528316,148.86131131088194,133.93764689735627,196.2836379934464,136.26227075434474,174.89709850915264,52.57581190276039,177.2217223661411,225.52782686270137
labeled-data\2015-11-24_1_SS052_eye\img05818.png,,,,,,,,,178.5142059326172,124.44528198242188,179.08142145173187,149.28016435348007
labeled-data\2015-11-24_1_SS052_eye\img10439.png,,,,,,,,,204.8491973876953,125.62826538085938,204.18735910720716,143.23614232531008
labeled-data\2015-11-24_1_SS052_eye\img12021.png,171.17770033797112,113.94588172725557,171.17770033797112,164.62268180960388,145.14191313970042,137.6570450685378,198.14333707903717,141.37644323971932,177.68664713753878,52.57581190276039,180.01127099452725,232.96662320506442
labeled-data\2015-11-24_1_SS052_eye\img16627.png,,,,,,,,,219.52987656333096,135.33242121154936,218.6000270205356,150.67493866767316
labeled-data\2015-11-24_1_SS052_eye\img24917.png,,,,,,,,,187.55491638183594,118.70598602294922,187.91499210828798,137.19212029714012
labeled-data\2015-11-24_1_SS052_eye\img29167.png,171.6426251093688,119.52497898402785,170.7127755665734,159.0435845528316,149.32623608227965,138.58689461133318,190.70454073667415,139.51674415412856,174.89709850915264,58.15490915953268,176.29187282334573,228.31737549108752
labeled-data\2015-11-24_1_SS052_eye\img32353.png,173.03739942356188,114.41080649865327,172.57247465216417,161.83313318121773,148.39638653948427,138.1219698399355,197.21348753624181,137.6570450685378,173.96724896635726,62.804156873509584,172.57247465216417,228.7823002624852
labeled-data\2015-11-24_1_SS052_eye\img33046.png,,,,,,,,,193.38958740234375,111.00326538085938,192.56423982226488,136.72719552574242
labeled-data\2015-11-24_1_SS052_eye\img34346.png,173.50232419495958,111.15633309886942,173.03739942356188,161.36820840982003,145.14191313970042,133.93764689735627,198.60826185043487,135.79734598294704,183.73066916570878,55.365360531146536,182.3358948515157,227.38752594829214
labeled-data\2015-11-24_1_SS052_eye\img36418.png,173.03739942356188,106.50708538489252,173.96724896635726,157.18388546724083,147.4665369966889,128.358549640584,199.53811139323028,131.61302304036784,181.870970080118,64.66385595910035,179.54634622312955,210.18530940657757
labeled-data\2015-11-24_1_SS052_eye\img37470.png,173.50232419495958,109.29663401327866,173.03739942356188,158.1137350100362,144.67698836830274,131.14809826897013,198.14333707903717,135.33242121154936,181.4060453087203,62.33923210211188,177.2217223661411,221.34350392012215
labeled-data\2015-11-24_1_SS052_eye\img42325.png,,,,,,,,,195.35378845065105,119.06005421263018,193.959014136458,138.1219698399355
labeled-data\2015-11-24_1_SS052_eye\img43623.png,173.50232419495958,110.69140832747172,174.89709850915264,158.1137350100362,150.25608562507503,130.21824872617475,198.14333707903717,134.40257166875398,183.26574439431107,56.76013484533959,179.54634622312955,222.27335346291756
labeled-data\2015-11-24_1_SS052_eye\img44437.png,180.47619576592493,112.55110741306251,181.4060453087203,157.6488102386385,155.3702581104496,133.0077973545609,200.93288570742334,134.40257166875398,179.54634622312955,66.52355504469111,181.4060453087203,223.2032030057129
labeled-data\2015-11-24_1_SS052_eye\img45293.png,169.78292602377803,109.29663401327866,170.7127755665734,159.50850932422927,144.21206359690504,132.54287258316322,197.67841230763952,134.40257166875398,178.61649668033417,59.08475870232806,183.73066916570878,225.06290209130367
labeled-data\2015-11-24_1_SS052_eye\img45406.png,179.54634622312955,106.50708538489252,181.870970080118,156.71896069584312,152.1157847106658,130.68317349757245,205.58213342140021,131.61302304036784,184.19559393710645,70.24295321587263,186.0552930226972,214.83455712055448
labeled-data\2015-11-24_1_SS052_eye\img50325.png,,,,,,,,,215.1363067626953,104.35752868652344,214.88062884935408,119.98990375542556
labeled-data\2015-11-24_1_SS052_eye\img50339.png,,,,,,,,,,,,
labeled-data\2015-11-24_1_SS052_eye\img50358.png,,,,,,,,,207.90675727838868,135.33242121154936,209.36378479003906,150.95285034179688
labeled-data\2015-11-24_1_SS052_eye\img50359.png,,,,,,,,,199.53811139323028,133.0077973545609,200.93288570742334,147.885390039287
labeled-data\2015-11-24_1_SS052_eye\img50360.png,,,,,,,,,205.58213342140021,138.1219698399355,206.51198296419562,151.60478821046854
