scorer,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar,Anwar
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/2019-11-21_2_CR020_eye/img00138.png,176.4506265753347,92.04245493012823,177.08334000353267,99.63501606850369,167.59263858056332,97.10416235571188,183.41047428551224,95.20602207111801,168.54170872286025,56.294146236943675,169.12987844421903,156.16627866371783
labeled-data/2019-11-21_2_CR020_eye/img00206.png,168.39531079758936,84.23080824856362,169.32743325877385,104.1160874204994,157.52054875043697,95.41627778277748,178.02724289649575,93.24132537334702,166.84177336228188,57.50996436127491,165.28823592697438,154.76140781152333
labeled-data/2019-11-21_2_CR020_eye/img00479.png,151.18741776912202,72.35222294363457,152.72400752331703,101.80352656570611,135.82152022717162,88.7425136550483,167.06551189580404,86.1815307313899,170.90698628129167,57.242423694050046,170.39478969656,146.87682602209387
labeled-data/2019-11-21_2_CR020_eye/img00994.png,165.1954552190324,73.44684519637659,164.63994789368002,97.88916751188098,151.58552574789928,87.3345283301859,176.58335538875605,84.55699170342403,162.41791859227055,40.949666663262775,167.5335234547783,156.96445615843822
labeled-data/2019-11-21_2_CR020_eye/img01623.png,149.2315018084077,77.58615310819923,150.143851974961,95.22492299489642,139.80388342069023,87.92612166247,157.44265330738745,85.49318788499451,162.30852086233838,46.26213072320246,160.48382052923176,158.48120120925876
labeled-data/2019-11-21_2_CR020_eye/img01857.png,150.98080218137838,76.82882666247806,150.68747656431532,95.30834053745016,139.8344287329825,86.21524640849563,159.4872450762068,86.21524640849563,162.4205012468373,37.81651959309255,163.88712933215254,160.42662752544706
labeled-data/2019-11-21_2_CR020_eye/img02244.png,162.01172445870623,79.87455528917164,162.57448491859188,97.88289000551303,151.03789549093565,89.16010287728517,171.5786522767626,88.03458195751384,163.13724537847756,38.79304171751781,163.13724537847756,160.91206151270796
labeled-data/2019-11-21_2_CR020_eye/img03556.png,155.0541197942523,74.5575573007452,156.51411155338968,94.12144687318568,145.41817418394584,84.1935029110517,165.27406210821374,82.44151280008688,167.90204727466102,36.88976991500161,166.73405386735112,159.23707933071142
labeled-data/2019-11-21_2_CR020_eye/img03788.png,151.8319004203147,76.80849374058425,151.55320521979894,95.48107217514061,141.24148280071557,86.00543535760454,164.09448924300847,85.44804495657301,164.65187964403998,40.02072727250305,161.3075372378508,160.41705389531424
labeled-data/2019-11-21_2_CR020_eye/img03929.png,152.90026004425133,76.26445098348285,153.1874290853233,94.06893152994618,143.99801977101964,85.45386029778652,161.515331276411,85.74102933885851,162.08966935855497,43.240011260204085,166.1100359335628,161.26648714079167
labeled-data/2019-11-21_2_CR020_eye/img04509.png,156.39043432420786,80.06465948886367,156.71959610263156,92.90196884738768,150.46552231258138,87.3062186141849,162.64450811425803,86.64789505733751,160.66953744371585,42.54021674856264,162.97366989268173,159.72180986739738
labeled-data/2019-11-21_2_CR020_eye/img05122.png,163.2072299390016,74.58591408788996,163.49063282871523,98.10835393412442,150.17069701217284,87.33904412500503,173.12633107897997,85.9220296764367,165.7578559464246,40.86097021196349,171.14251085098428,153.93872320771703
labeled-data/2019-11-21_2_CR020_eye/img05548.png,155.77184957591697,77.81687919754505,156.62770747209544,94.36346519032911,146.64269868334645,87.51660202090122,167.46857415702294,84.3784564015801,161.1922829183807,40.444417731084485,166.61271626084445,155.41466178439444
labeled-data/2019-11-21_2_CR020_eye/img06685.png,156.74020255904654,83.8648189481128,157.0388372370519,92.82385928827381,151.96204771096066,88.94160847420403,160.02518401710557,88.94160847420403,159.7265493391002,46.535484197441946,161.21972272912703,157.03031505942766
labeled-data/2019-11-21_2_CR020_eye/img07227.png,153.1663285498113,80.33941666528091,153.111472761872,92.7849817099619,146.5470709443182,86.53317045514876,158.73810289120382,86.53317045514876,159.36328401668516,47.459350112566625,160.34992600229478,156.96445615843822
labeled-data/2019-11-21_2_CR020_eye/img08446.png,156.758704528419,79.29416372498167,158.74252475641464,94.31451687980609,148.25661783700895,87.79625041639171,165.13899097061713,86.72483662304404,165.54419410954267,49.25345741533286,165.82759699925634,154.6793323888174
labeled-data/2019-11-21_2_CR020_eye/img08747.png,154.43904882508565,84.49618574802554,155.34689824622197,93.5746799593887,151.71550056167672,89.33804932741924,157.76783003591882,88.43019990628292,161.70184419417618,51.51099011340611,164.12277598387303,157.12413943893074
labeled-data/2019-11-21_2_CR020_eye/img09168.png,158.04402697606787,80.30152088811616,158.87728796409647,94.18920402192548,150.26692442113466,87.80086978037319,166.0988831936773,85.85659414163987,163.32134656691545,51.69289363246898,164.98786854297254,153.07298050927696
labeled-data/2019-11-21_2_CR020_eye/img09464.png,155.65067701859812,79.07894274627253,157.6674510709791,94.63691400749728,146.7192490723395,87.14603895579647,166.88698959614936,85.99359664015019,162.85344149138734,49.69166369729243,166.59887901723778,153.4114721054575
labeled-data/2019-11-21_2_CR020_eye/img10651.png,156.3371421695307,81.58435005389569,156.63560966467765,92.92611486947987,150.96472725688554,87.8521674519817,161.11262209188195,87.55369995683475,162.6049595676167,51.43913304405348,164.69423203364536,154.7088863648991
