scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-12-02_1_SS052_eye\img00004.png,157.32827120039804,127.78341539570073,158.77965997014874,153.42461699463018,142.8143835028908,138.91072929712294,172.32595515448887,139.8783218102901,174.26114018082316,96.33665871776836,177.16391772032463,203.25563142273842
labeled-data\2015-12-02_1_SS052_eye\img01266.png,158.29586371356518,122.4616565732814,158.77965997014874,160.6815608433838,139.91160596338932,139.8783218102901,179.09910274665893,139.8783218102901,169.90697387157095,68.27647583592102,172.80975141107243,225.99405548216646
labeled-data\2015-12-02_1_SS052_eye\img02308.png,156.84447494381445,119.55887903377996,156.84447494381445,161.1653570999674,135.55743965413714,139.39452555370653,180.5504915164096,140.36211806687368,168.45558510182028,68.76027209250458,168.93938135840384,225.51025922558284
labeled-data\2015-12-02_1_SS052_eye\img03108.png,156.84447494381445,121.01026780353067,156.84447494381445,156.81119079071522,135.55743965413714,136.4917480142051,175.22873269399028,138.42693304053938,170.39077012815457,64.88990203983599,168.93938135840384,227.44544425191717
labeled-data\2015-12-02_1_SS052_eye\img03260.png,159.26345622673233,113.75332395477704,159.74725248331592,159.2301720736331,136.04123591072073,135.04035924445435,182.96947279932752,134.55656298787076,174.26114018082316,61.50332824375096,174.26114018082316,227.44544425191717
labeled-data\2015-12-02_1_SS052_eye\img03699.png,160.23104873989948,115.68850898111134,160.71484499648307,153.90841325121377,139.42780970680576,134.55656298787076,179.5828990032425,134.0727667312872,169.90697387157095,61.50332824375096,168.93938135840384,223.091277942665
labeled-data\2015-12-02_1_SS052_eye\img04934.png,154.4254936608966,120.04267529036352,156.3606786872309,153.42461699463018,135.55743965413714,136.0079517576215,173.293547667656,135.5241555010379,168.93938135840384,62.95471701350169,166.0366038189024,222.60748168608143
labeled-data\2015-12-02_1_SS052_eye\img05385.png,155.8768824306473,119.55887903377996,155.39308617406374,155.3598020209645,138.4602171936386,135.5241555010379,175.22873269399028,138.42693304053938,165.5528075623188,60.53573573058378,164.58521504915166,226.47785173875002
labeled-data\2015-12-02_1_SS052_eye\img05522.png,155.39308617406374,123.91304534303214,155.39308617406374,156.81119079071522,135.55743965413714,138.91072929712294,170.39077012815457,140.36211806687368,163.6176225359845,62.47092075691813,161.6824375096502,229.38062927825146
labeled-data\2015-12-02_1_SS052_eye\img06359.png,,,,,,,,,172.32595515448887,121.01026780353067,172.80975141107243,143.26489560637512
labeled-data\2015-12-02_1_SS052_eye\img06362.png,,,,,,,,,191.19400916124826,130.2023966786186,191.67780541783188,143.7486918629587
labeled-data\2015-12-02_1_SS052_eye\img06363.png,,,,,,,,,169.90697387157095,135.04035924445435,169.90697387157095,144.71628437612586
labeled-data\2015-12-02_1_SS052_eye\img06364.png,,,,,,,,,168.93938135840384,127.78341539570073,167.97178884523666,167.45470843555387
labeled-data\2015-12-02_1_SS052_eye\img06431.png,,,,,,,,,189.26475524902344,117.84272766113281,188.29123162174685,151.4894319682959
labeled-data\2015-12-02_1_SS052_eye\img06432.png,,,,,,,,,179.5828990032425,126.33202662595,180.5504915164096,144.23248811954227
labeled-data\2015-12-02_1_SS052_eye\img06433.png,,,,,,,,,183.1407012939453,108.31754302978516,181.51808402957678,138.42693304053938
labeled-data\2015-12-02_1_SS052_eye\img06488.png,154.90928991748015,119.55887903377996,156.84447494381445,159.2301720736331,135.07364339755358,138.91072929712294,176.19632520715746,139.8783218102901,167.4879925886531,81.82277102026111,170.87456638473813,218.7371116334128
labeled-data\2015-12-02_1_SS052_eye\img06570.png,159.26345622673233,116.65610149427849,160.23104873989948,159.71396833021666,136.52503216730432,136.4917480142051,179.5828990032425,138.91072929712294,173.293547667656,69.24406834908817,175.22873269399028,227.44544425191717
labeled-data\2015-12-02_1_SS052_eye\img07173.png,,,,,,,,,149.58753109506083,107.94776887577416,151.03891986481156,132.62137796153647
labeled-data\2015-12-02_1_SS052_eye\img07175.png,,,,,,,,,170.87456638473813,123.42924908644855,171.8421588979053,147.6190619156273
labeled-data\2015-12-02_1_SS052_eye\img07176.png,,,,,,,,,159.26345622673233,119.07508277719637,159.26345622673233,139.8783218102901
labeled-data\2015-12-02_1_SS052_eye\img07269.png,,,,,,,,,169.90697387157095,130.2023966786186,169.90697387157095,151.00563571171233
labeled-data\2015-12-02_1_SS052_eye\img07271.png,,,,,,,,,187.1472625732422,127.93351745605469,188.29123162174685,157.77878330388236
labeled-data\2015-12-02_1_SS052_eye\img07410.png,,,,,,,,,,,,
