scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-12-02_2_SS052_eye\img01300.png,,,,,,,,,183.47816467285156,130.78372192382812,185.38845408224537,173.26026351455678
labeled-data\2015-12-02_2_SS052_eye\img01338.png,159.74725248331592,115.68850898111134,161.6824375096502,159.2301720736331,137.00882842388788,137.45934052737223,183.93706531249464,137.9431367839558,166.52040007548595,69.72786460567173,172.80975141107243,219.2209078899964
labeled-data\2015-12-02_2_SS052_eye\img04151.png,156.3606786872309,116.65610149427849,157.8120674569816,164.06813463946884,131.68706960146855,137.9431367839558,182.00188028616034,139.39452555370653,168.45558510182028,71.17925337542246,170.39077012815457,228.89683302166787
labeled-data\2015-12-02_2_SS052_eye\img04242.png,,,,,,,,,191.67780541783188,129.71860042203502,190.7102129046647,151.4894319682959
labeled-data\2015-12-02_2_SS052_eye\img07284.png,,,,,,,,,189.74262039149758,107.46397261919057,192.16160167441544,126.33202662595
labeled-data\2015-12-02_2_SS052_eye\img10219.png,156.84447494381445,114.72091646794419,157.32827120039804,156.81119079071522,136.52503216730432,134.55656298787076,181.51808402957678,136.0079517576215,169.4231776149874,64.88990203983599,166.0366038189024,225.51025922558284
labeled-data\2015-12-02_2_SS052_eye\img13331.png,,,,,,,,,164.58521504915166,136.4917480142051,164.10141879256807,146.65146940246015
labeled-data\2015-12-02_2_SS052_eye\img18127.png,154.90928991748015,113.26952769819349,156.3606786872309,161.64915335655098,130.23568083171784,135.04035924445435,180.06669525982605,137.45934052737223,169.90697387157095,74.0820309149239,168.93938135840384,223.57507419924855
labeled-data\2015-12-02_2_SS052_eye\img18244.png,154.90928991748015,120.04267529036352,153.941697404313,158.7463758170495,135.07364339755358,137.9431367839558,175.22873269399028,139.8783218102901,170.39077012815457,80.85517850709397,170.87456638473813,221.1560929163307
labeled-data\2015-12-02_2_SS052_eye\img18250.png,,,154.67886352539062,147.7843475341797,133.98068237304688,126.14430236816406,179.7013702392578,127.16741180419922,182.20773315429688,110.86827850341797,179.83541870117188,191.15037536621094
labeled-data\2015-12-02_2_SS052_eye\img18527.png,152.49030863456227,108.43156513235772,154.90928991748015,158.7463758170495,129.26808831855067,131.65378544836932,179.09910274665893,134.0727667312872,171.3583626413217,57.14916193449881,168.93938135840384,230.83201804800217
labeled-data\2015-12-02_2_SS052_eye\img18540.png,,,,,,,,,244.579833984375,114.2972183227539,242.9602086156908,129.71860042203502
labeled-data\2015-12-02_2_SS052_eye\img19530.png,,,175.7125289505739,150.52183945512874,152.49030863456227,125.84823036936643,201.35373054950335,126.33202662595,194.78004455566406,110.83940124511719,194.0160675048828,204.16229248046875
labeled-data\2015-12-02_2_SS052_eye\img20473.png,158.29586371356518,116.65610149427849,158.29586371356518,162.61674586971813,134.58984714097,136.0079517576215,182.96947279932752,139.8783218102901,174.26114018082316,66.82508706617028,177.16391772032463,228.4130367650843
labeled-data\2015-12-02_2_SS052_eye\img20664.png,,,165.5528075623188,153.90841325121377,139.42780970680576,125.84823036936643,193.61299044416617,128.75100790886788,182.79522705078125,108.36294555664062,184.4199676513672,177.7881317138672
labeled-data\2015-12-02_2_SS052_eye\img20746.png,161.6824375096502,109.88295390210845,161.19864125306663,158.7463758170495,137.97642093705502,133.10517421812006,188.29123162174685,133.58897047470361,175.7125289505739,64.88990203983599,176.19632520715746,223.091277942665
labeled-data\2015-12-02_2_SS052_eye\img20910.png,,,161.6824375096502,149.07045068537803,136.39239501953125,123.95782470703125,187.4269561767578,125.3072280883789,182.3223114013672,103.21647644042969,182.00188028616034,186.80655869889688
labeled-data\2015-12-02_2_SS052_eye\img21274.png,,,159.26345622673233,155.3598020209645,132.6546621146357,131.65378544836932,182.28048706054688,137.07212829589844,176.92762756347656,116.85759735107422,173.00088500976562,171.86865234375
labeled-data\2015-12-02_2_SS052_eye\img22189.png,,,,,,,,,184.42086156907826,118.59128652061281,185.38845408224537,153.42461699463018
labeled-data\2015-12-02_2_SS052_eye\img22357.png,,,156.9033966064453,154.4436492919922,135.47560119628906,133.67044067382812,178.6153064900753,133.10517421812006,177.16888427734375,118.29205322265625,176.74122619628906,180.8397216796875
labeled-data\2015-12-02_2_SS052_eye\img23850.png,,,159.314697265625,158.69424438476562,138.3041229248047,138.2028350830078,187.80743536516323,136.4917480142051,177.4134979248047,121.45989990234375,182.02769470214844,182.7638702392578
