scorer,,,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,,,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2018-04-20_2_SS092_eye_clip,img16786.png,146.60781220452873,28.001122936073273,147.10549926757812,236.03659057617188,245.65615844726562,159.54823303222656,,,174.34210205078125,10.212794303894043,147.59677124023438,250.98941040039062,302.7207336425781,136.42259216308594,38.5811767578125,86.86031341552734
labeled-data,2018-04-20_2_SS092_eye_clip,img17246.png,144.10487382113638,27.235927622764564,140.54754638671875,237.91041564941406,238.29656982421875,161.87289428710938,47.294414190818,112.7898852010562,174.45498657226562,11.534584045410156,144.23416137695312,251.18594360351562,301.9615478515625,139.52442932128906,37.615848541259766,84.06595611572266
labeled-data,2018-04-20_2_SS092_eye_clip,img22803.png,156.64767456054688,24.408161163330078,147.20463680954737,237.6378206232834,256.3143005371094,149.29417419433594,,,174.56658935546875,9.72037124633789,147.52731323242188,247.38975524902344,309.17327880859375,134.4658203125,35.306392669677734,87.16860961914062
labeled-data,2018-04-20_2_SS092_eye_clip,img27887.png,,,147.57809038034043,243.20858440601347,279.3127746582031,156.74288940429688,54.644113147298526,114.18632113507053,177.4968719482422,14.466569900512695,154.86317443847656,248.3585205078125,303.3813171386719,143.31373596191406,41.51076126098633,90.85580444335938
labeled-data,2018-04-20_2_SS092_eye_clip,img35338.png,171.508544921875,20.985774993896484,162.1411863347244,238.40787936800388,283.2405254814224,144.28732853542323,57.530992774559024,105.38918989417249,180.2681427001953,6.404494285583496,163.16796875,246.9113311767578,309.3258361816406,138.6993865966797,43.40102005004883,88.61347961425781
labeled-data,2018-04-20_2_SS092_eye_clip,img35698.png,158.00857543945312,21.977794647216797,160.3467559814453,247.06906127929688,265.9780338246918,149.96805687355038,50.8168227049311,101.10947266379506,170.4065399169922,5.523062705993652,150.3825225830078,254.48092651367188,306.1721496582031,136.88075256347656,40.000736236572266,77.57441711425781
labeled-data,2018-04-20_2_SS092_eye_clip,img36695.png,160.1102165303039,16.674873967254598,145.56068112754048,248.12602668681336,268.0531921386719,151.54563903808594,49.8203485107249,103.67926952348293,173.0458984375,5.457225799560547,149.65908813476562,254.60438537597656,309.00848388671875,137.91065979003906,41.858055114746094,78.32479095458984
labeled-data,2018-04-20_2_SS092_eye_clip,img36840.png,157.8059539794922,18.69715690612793,142.63336427722152,244.4903454525147,272.21905517578125,153.21173095703125,49.246649667028294,107.21075488626067,173.48663330078125,6.361338138580322,150.59230041503906,254.19869995117188,311.1969299316406,138.3929443359375,43.87721252441406,79.90557098388672
labeled-data,2018-04-20_2_SS092_eye_clip,img41602.png,170.46320671162414,23.798674593543865,146.29883050386036,239.45658771959683,277.1536560058594,150.894287109375,52.270652770996094,99.01231384277344,176.8655548095703,14.573432922363281,150.73825073242188,248.35125732421875,305.8218688964844,143.28729248046875,42.15629577636719,86.3714370727539
labeled-data,2018-04-20_2_SS092_eye_clip,img43824.png,,,154.02525329589844,243.9895477294922,275.96435546875,150.09104919433594,48.574658749837994,104.85539848516046,175.79063415527344,8.994874000549316,150.25108337402344,250.04086303710938,305.4119873046875,142.69969177246094,39.95741653442383,83.3408432006836
labeled-data,2018-04-20_2_SS092_eye_clip,img50320.png,,,155.93714904785156,242.99282836914062,286.5989074707031,154.11334228515625,50.852485285773156,108.19292628022865,172.89230346679688,14.681523323059082,154.60446166992188,248.15704345703125,306.2558288574219,142.8983154296875,41.04450988769531,92.91567993164062
labeled-data,2018-04-20_2_SS092_eye_clip,img55063.png,,,160.6202392578125,246.3445281982422,274.4987487792969,148.08908081054688,48.28347396471173,107.46836578153196,178.38270568847656,9.310003280639648,151.42210388183594,252.16427612304688,306.38604736328125,140.58201599121094,41.321231842041016,84.73755645751953
labeled-data,2018-04-20_2_SS092_eye_clip,img56728.png,,,165.85073852539062,244.97450256347656,277.06829833984375,150.14352416992188,50.355389663083656,109.95731731077544,177.02981567382812,11.235827445983887,156.10546875,252.17662048339844,305.4554138183594,144.60745239257812,37.72459030151367,87.4349594116211
labeled-data,2018-04-20_2_SS092_eye_clip,img60932.png,,,150.98598500713337,245.8840441139679,285.8231201171875,159.58340454101562,50.89891753285758,109.84425513924376,178.31556701660156,11.091146469116211,158.44383239746094,257.45416259765625,305.3006591796875,145.5670623779297,39.17094421386719,90.37187194824219
labeled-data,2018-04-20_2_SS092_eye_clip,img65770.png,,,154.13740231894673,242.53606410697176,282.67987060546875,150.63186645507812,52.87326094554675,106.12681415463223,175.444580078125,7.044139385223389,158.92552185058594,253.29405212402344,304.5956726074219,142.95314025878906,37.73689270019531,85.2630844116211
labeled-data,2018-04-20_2_SS092_eye_clip,img67481.png,,,,,,,,,165.21200561523438,26.23935890197754,169.4228057861328,236.34005737304688,307.03228759765625,135.42584228515625,47.87802505493164,98.37957000732422
labeled-data,2018-04-20_2_SS092_eye_clip,img70564.png,,,149.1903122109984,238.42111751596832,277.4345397949219,151.6996612548828,53.265478934028636,105.12854537155158,172.81112670898438,17.09363555908203,154.49258422851562,247.87367248535156,304.22216796875,143.44580078125,46.0162467956543,88.5525894165039
labeled-data,2018-04-20_2_SS092_eye_clip,img72401.png,,,146.45254873430616,243.09523769095614,275.7190246582031,149.26748657226562,49.252547192253076,107.14962862911233,174.4220733642578,15.280705451965332,155.57403564453125,251.43600463867188,304.8320007324219,143.98150634765625,38.0692024230957,92.61454010009766
labeled-data,2018-04-20_2_SS092_eye_clip,img74311.png,,,163.88014007891843,240.629251746727,276.0487976074219,148.5374755859375,54.77605922091581,116.40249941228362,173.58448791503906,15.68828010559082,157.4646453857422,251.82125854492188,305.49810791015625,144.83847045898438,39.479679107666016,91.24483489990234
labeled-data,2018-04-20_2_SS092_eye_clip,img82939.png,,,167.57757568359375,237.89544677734375,279.7154137806167,146.64318318505087,56.03786295858538,114.26217819483148,170.2712860107422,19.93308448791504,158.6053924560547,249.56442260742188,306.7223815917969,147.0974884033203,38.58469009399414,95.6613998413086
