scorer,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000,DLC_resnet_50_PupilDetectionOct1shuffle1_330000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_right,pupil_left,pupil_left,pupil_left,lid_top,lid_top,lid_top,lid_bot,lid_bot,lid_bot,corner_right,corner_right,corner_right,corner_left,corner_left,corner_left
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2016-09-13_2_M160818_FR101_eye\img12478.png,469.7069396972656,135.30767822265625,0.9999091625213623,473.147705078125,151.0498046875,0.9926182627677917,478.3731994628906,140.02027893066406,0.998948335647583,460.712890625,146.4955596923828,0.9992524981498718,458.9094543457031,73.47530364990234,0.9852898120880127,481.5074768066406,162.44259643554688,0.8600336313247681,557.79736328125,95.04313659667969,0.8847947120666504,371.4206848144531,161.437255859375,0.9777494072914124
labeled-data\2016-09-13_2_M160818_FR101_eye\img12479.png,460.38812255859375,131.0619659423828,0.05937933921813965,496.94537353515625,141.7859649658203,0.016175180673599243,467.5134582519531,143.53805541992188,0.021353453397750854,472.47906494140625,131.06060791015625,0.021227389574050903,456.9310607910156,116.36137390136719,0.9917342662811279,468.8279113769531,168.98670959472656,0.9729998111724854,532.6510620117188,126.08879089355469,0.12401431798934937,372.7557373046875,160.28392028808594,0.7838435173034668
labeled-data\2016-09-13_2_M160818_FR101_eye\img12480.png,480.7503662109375,115.53096771240234,0.9941269159317017,486.7705993652344,128.75291442871094,0.9989156723022461,490.8418273925781,120.22428894042969,0.9935168027877808,472.9976501464844,125.41014862060547,0.9888989925384521,472.2272644042969,101.60540771484375,0.997492790222168,494.79852294921875,195.87982177734375,0.9936037063598633,554.6427612304688,117.69407653808594,0.9903337955474854,374.84185791015625,170.87171936035156,0.990711510181427
labeled-data\2016-09-13_2_M160818_FR101_eye\img12481.png,458.72998046875,115.63748168945312,0.04011526703834534,459.61285400390625,140.66346740722656,0.008521854877471924,459.63690185546875,118.33950805664062,0.0053511857986450195,459.30908203125,152.27906799316406,0.003295034170150757,455.4782409667969,101.57923889160156,0.9924353957176208,465.6581115722656,147.81349182128906,0.9835684299468994,547.126220703125,105.65497589111328,0.010193228721618652,387.4710388183594,149.98373413085938,0.8410323858261108
labeled-data\2016-09-13_2_M160818_FR101_eye\img12482.png,446.8483581542969,129.94383239746094,0.01285579800605774,456.0079040527344,168.04110717773438,0.023108094930648804,461.1140441894531,141.2893829345703,0.018024712800979614,426.6640319824219,163.74720764160156,0.014203518629074097,448.3653259277344,122.36036682128906,0.9891639351844788,454.48028564453125,176.67674255371094,0.981423556804657,545.93408203125,125.85997009277344,0.01805916428565979,369.787353515625,163.3623809814453,0.6664767265319824
labeled-data\2016-09-13_2_M160818_FR101_eye\img12483.png,484.4417724609375,115.25604248046875,0.9999363422393799,492.2801513671875,133.7715606689453,0.9998598694801331,497.4302062988281,121.45867919921875,0.9999170303344727,478.37347412109375,128.62269592285156,0.9998083114624023,465.9028625488281,94.52011108398438,0.9919515252113342,493.8635559082031,206.51600646972656,0.9910566806793213,562.9107055664062,114.3637924194336,0.9893391132354736,373.4904479980469,173.18508911132812,0.9879245162010193
labeled-data\2016-09-13_2_M160818_FR101_eye\img12486.png,443.2310791015625,116.51759338378906,0.042323023080825806,444.5964660644531,146.76451110839844,0.007376343011856079,3.2336416244506836,23.62194061279297,0.007475912570953369,443.4145202636719,151.2819366455078,0.005034774541854858,446.73883056640625,103.8730697631836,0.9787483215332031,455.98968505859375,148.05577087402344,0.9845352172851562,201.19412231445312,144.90463256835938,0.021808654069900513,386.492431640625,148.87066650390625,0.6823632121086121
