scorer,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2019-05-04_1_FR146_eye\img05923.png,,,,,,,,,331.8497009277344,124.88436126708984,333.610595703125,142.47474670410156,,,,
labeled-data\2019-05-04_1_FR146_eye\img05924.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-04_1_FR146_eye\img07909.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-04_1_FR146_eye\img07910.png,,,,,,,,,337.8157653808594,127.17044067382812,332.1827697753906,164.45999145507812,,,269.7811584472656,129.7648468017578
labeled-data\2019-05-04_1_FR146_eye\img08009.png,373.8890807516507,125.5001451062904,375.6321716308594,143.20713806152344,383.6765000362766,135.28756439091637,366.1621707901038,131.16654574475808,359.49737548828125,60.7101936340332,368.10125732421875,192.027587890625,446.7729797363281,124.09817504882812,280.48944091796875,123.20793914794922
labeled-data\2019-05-04_1_FR146_eye\img09589.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-04_1_FR146_eye\img11520.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-04_1_FR146_eye\img11522.png,,,,,,,,,329.0463562011719,125.45368194580078,324.6401062011719,156.8169403076172,,,279.4214172363281,134.1196746826172
labeled-data\2019-05-04_1_FR146_eye\img11523.png,,,367.70755278241313,135.28756439091637,376.97984473626934,126.53039976782998,356.4007568359375,126.38914489746094,356.98095703125,105.11212158203125,353.0992736816406,174.156494140625,430.0926208496094,143.13250732421875,289.5936279296875,127.51380920410156
labeled-data\2019-05-04_1_FR146_eye\img12646.png,363.5836563299378,118.46626322966443,358.30942220687075,136.92608266039898,368.63813069787705,128.13569245528728,349.95855151201465,125.93809490400936,343.2209777832031,91.94425201416016,342.8742370605469,159.73681640625,422.59185791015625,128.94439697265625,281.3070983886719,118.09068298339844
labeled-data\2019-05-04_1_FR146_eye\img12652.png,,,,,,,,,330.61838496698834,97.68326924472183,328.04274831313944,107.4706885293478,,,,
labeled-data\2019-05-04_1_FR146_eye\img12653.png,,,,,,,,,318.71533203125,103.05818176269531,316.94305419921875,109.55550384521484,,,,
labeled-data\2019-05-04_1_FR146_eye\img12669.png,,,,,,,,,348.3594970703125,113.72734832763672,348.1327142131612,148.68087499093093,421.28079518247125,134.77243706014661,291.91802978515625,119.98887634277344
labeled-data\2019-05-04_1_FR146_eye\img12766.png,2.94081711769104,2.0316100120544434,,,,,,,347.040283203125,114.85704040527344,341.1939697265625,150.2861328125,415.9600524902344,136.27928161621094,284.97515869140625,119.07453918457031
labeled-data\2019-05-04_1_FR146_eye\img12767.png,,,,,,,,,329.073002974679,121.37912646013211,325.4671116592905,140.95396502938405,,,,
labeled-data\2019-05-04_1_FR146_eye\img12782.png,,,365.61712646484375,134.78848266601562,373.10247802734375,129.89486694335938,357.5545959472656,126.8247299194336,349.9208068847656,110.041015625,341.9193115234375,171.9095001220703,419.8494567871094,141.55926513671875,280.87420654296875,127.62716674804688
labeled-data\2019-05-04_1_FR146_eye\img12809.png,4.420665264129639,1.8114023208618164,,,,,,,,,,,,,,
labeled-data\2019-05-04_1_FR146_eye\img12861.png,,,,,,,,,338.860422259305,135.8026917216862,335.25453094391645,148.68087499093093,,,,
labeled-data\2019-05-04_1_FR146_eye\img12863.png,,,,,,,,,,,,,,,,
labeled-data\2019-05-04_1_FR146_eye\img12864.png,,,,,,,,,,,,,,,,
