scorer,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000,DLC_resnet_50_PupilDetectionOct1shuffle1_500000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_right,pupil_left,pupil_left,pupil_left,lid_top,lid_top,lid_top,lid_bot,lid_bot,lid_bot,corner_right,corner_right,corner_right,corner_left,corner_left,corner_left
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2018-02-06_2_SS089_eye\img284144.png,224.68923950195312,77.5126953125,0.0038129687309265137,123.89628601074219,217.491943359375,0.004189878702163696,268.380859375,125.35234832763672,0.6935548186302185,205.9646453857422,107.67621612548828,0.0019045770168304443,195.1005096435547,20.84990882873535,0.2021159529685974,134.3201446533203,230.21263122558594,0.9887793660163879,293.7386779785156,138.57550048828125,0.35267436504364014,33.46870803833008,54.313758850097656,0.995453417301178
labeled-data\2018-02-06_2_SS089_eye\img342107.png,147.41436767578125,127.15232849121094,0.9988443851470947,145.23281860351562,145.9211883544922,0.9993574619293213,155.49935913085938,136.12109375,0.9974679946899414,137.17662048339844,132.6997528076172,0.9990717172622681,148.34207153320312,119.966796875,0.15243875980377197,140.54409790039062,219.4888153076172,0.9800009727478027,307.2356262207031,120.50147247314453,0.9888277053833008,36.324642181396484,92.9377212524414,0.9969855546951294
labeled-data\2018-02-06_2_SS089_eye\img249536.png,142.10958862304688,51.0047492980957,0.003275543451309204,120.60871887207031,208.81661987304688,0.02331489324569702,258.0884704589844,125.00370788574219,0.009102433919906616,120.06998443603516,62.988555908203125,0.003850400447845459,161.9956512451172,24.489784240722656,0.9217656850814819,124.84432220458984,223.30206298828125,0.8190588355064392,312.0623474121094,112.91829681396484,0.9648668169975281,35.52000427246094,80.1347427368164,0.998909592628479
labeled-data\2018-02-06_2_SS089_eye\img226090.png,148.00216674804688,74.3290023803711,0.8657599091529846,133.2977294921875,193.78428649902344,0.6831024885177612,198.35446166992188,134.9736785888672,0.9779947996139526,78.63734436035156,115.04759216308594,0.8271790742874146,163.56869506835938,15.896738052368164,0.8901246786117554,142.1396942138672,228.87020874023438,0.5633567571640015,310.2221984863281,104.47097778320312,0.9599460363388062,36.75483703613281,77.93670654296875,0.9910231828689575
labeled-data\2018-02-06_2_SS089_eye\img273006.png,138.84701538085938,234.10533142089844,0.0010013580322265625,136.434326171875,230.13275146484375,0.00234338641166687,275.3173828125,133.83424377441406,0.002811133861541748,158.50390625,5.865753173828125,0.002063363790512085,161.8688201904297,17.58624839782715,0.60442054271698,128.00404357910156,229.80596923828125,0.5293376445770264,307.59228515625,110.38973236083984,0.9550942182540894,37.16974639892578,76.20555114746094,0.9993927478790283
labeled-data\2018-02-06_2_SS089_eye\img252730.png,160.78611755371094,108.5185317993164,0.00032335519790649414,123.87811279296875,203.89010620117188,0.0008996725082397461,175.80502319335938,117.8163833618164,0.001413583755493164,162.9351043701172,104.22151947021484,0.0013695061206817627,159.63217163085938,34.34883117675781,0.9909787178039551,173.49143981933594,222.92864990234375,0.45560190081596375,311.9179992675781,119.05562591552734,0.9554312825202942,40.550537109375,86.31282806396484,0.9936959743499756
labeled-data\2018-02-06_2_SS089_eye\img274572.png,222.6199188232422,87.85575866699219,0.02770054340362549,121.83097076416016,217.5113067626953,0.0037537813186645508,251.53652954101562,128.04074096679688,0.8493808507919312,188.50657653808594,102.81031036376953,0.09651803970336914,183.11328125,2.3619320392608643,0.5522874593734741,128.2325439453125,232.9850311279297,0.8583195805549622,315.0868225097656,98.22038269042969,0.11520782113075256,34.26100158691406,68.19075775146484,0.9940949082374573
labeled-data\2018-02-06_2_SS089_eye\img244858.png,198.0540008544922,100.16444396972656,0.0025418102741241455,191.17462158203125,130.73361206054688,0.006225287914276123,194.33018493652344,103.29279327392578,0.007831722497940063,192.13394165039062,102.11869049072266,0.0036918818950653076,181.10379028320312,58.06586837768555,0.9993929862976074,188.52586364746094,190.95726013183594,0.9887534379959106,298.9419860839844,114.4610595703125,0.9246552586555481,59.7729377746582,114.40544128417969,0.9948548078536987
