scorer,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2019-11-27_4_CR019_eye\img0000.png,168.24874051971577,100.11404825757083,167.09902238828556,127.70728341189533,180.32078089973274,114.19809536759061,156.46412967255634,112.47351817044535,187.54400634765625,72.96612548828125,168.25001525878906,163.0377960205078,249.3950958251953,126.33650970458984,108.46339768534597,105.86263891472174
labeled-data\2019-11-27_4_CR019_eye\img0057.png,169.2634591,105.93169578743381,171.2027103213585,127.62441202566345,176.70631569999998,117.5036514,162.540879,116.06309850000001,185.15950304973518,72.1024690037169,170.22393528259443,171.2594137705869,257.47019085101897,127.04775507440945,104.06166626402235,108.50465533607658
labeled-data\2019-11-27_4_CR019_eye\img0064.png,169.2637168125662,106.22026102513243,170.355829878409,127.037964895279,177.29306330000003,116.57292982513239,162.6931457,116.4389871,185.02529551884928,71.01242223115065,171.0909985861064,168.8281217122463,251.96990371725659,125.71776794576822,105.04545732442513,109.5085866467524
labeled-data\2019-11-27_4_CR019_eye\img0259.png,173.482053,112.85425330000001,172.61983795597402,127.90942381501002,178.77349569999998,121.05598940000002,165.54488909999998,119.46855659999999,184.8316082811507,68.50334116628304,171.47776943838002,173.135337111743,252.52723902372279,126.36308325578946,101.66362629789427,107.47615041307668
labeled-data\2019-11-27_4_CR019_eye\img0736.png,174.489633,112.1014014,173.99398894586497,128.05900447041202,179.45530359999998,121.4810014,167.59286840000001,119.8257779,186.0761977,68.51384868,167.74576240650978,174.01649856047308,255.46188009429127,126.23922440903613,104.77645027080945,105.87144307784666
labeled-data\2019-11-27_4_CR019_eye\img0911.png,172.28072360000002,112.49359299999999,171.94101592742902,127.641795723453,178.410135,120.66614140000001,166.1513123,119.7905112,185.0769063188493,68.17472343115065,172.89914066608299,175.06897028684202,255.01993116173622,129.27510530562915,104.73488226147933,103.85821884455278
labeled-data\2019-11-27_4_CR019_eye\img1174.png,173.4872011605519,113.88238343577926,174.163035300071,125.791341520919,178.1384394,120.4840004,168.2476588,119.93451259999999,184.5852707062831,69.38163433,169.12226828104403,174.6464554693371,253.3835781690971,129.6085792059649,103.17579576279635,103.29537109459847
labeled-data\2019-11-27_4_CR019_eye\img1596.png,173.9770273,113.27105800000001,173.94652417961692,126.67877480118383,177.69798490000002,119.8542905,169.39738730000002,119.2818355,188.42216144973526,68.61956747,165.58053399114846,172.884604222593,253.13039480181115,131.9565406897256,105.08617529428378,101.97141384760913
labeled-data\2019-11-27_4_CR019_eye\img1696.png,175.3628758,113.1778379,173.529064727844,126.87287030028,179.512233,120.5190084,167.0641612,119.5614644,184.59069066858444,69.8854723974338,171.637071573033,175.013585017139,255.23532477881398,128.02625843504006,103.20073808441461,104.40691707304987
labeled-data\2019-11-27_4_CR019_eye\img1802.png,176.38411159999998,112.733236,173.820086273759,128.946331067776,180.4853612,121.7559851,167.3613626,119.8420686,185.60841196858453,69.4356045911507,173.603800731489,174.79886602903,255.80125131303538,129.02405236777895,106.3191372214538,104.79895988541706
labeled-data\2019-11-27_4_CR019_eye\img3010.png,174.72741059999998,113.4207369,174.76190579451793,127.21328420399793,179.52172119999997,120.9907012,167.4097785,120.2337047,186.09274417486762,69.76727654,172.93706671773265,175.38903583113108,251.50469212156082,126.77463217960039,103.17343870976583,106.41209219766804
labeled-data\2019-11-27_4_CR019_eye\img3569.png,173.8537363,115.5077571,173.7535965775297,125.05994601894389,177.5963492,120.7474152,169.61210830000002,119.7493851,188.35607644345205,70.34689463,172.5913144578541,176.20035928466984,254.0964828574521,131.31240057006772,104.5963281260128,107.2317342745769
labeled-data\2019-11-27_4_CR019_eye\img4094.png,173.6937031359188,105.04637135394185,174.04256054719986,130.55941020320194,183.21205945948606,119.38549991571136,162.25002053934188,117.0660656527019,187.68309876858447,70.04729428743376,174.29927329363255,175.42264094459122,255.17524279444427,129.23326314932046,105.99326700443348,105.58937910546996
labeled-data\2019-11-27_4_CR019_eye\img4148.png,174.31423268115066,107.1287803,172.96901403507766,130.89215978279725,180.77467863587614,119.79319851928335,164.0879321,118.0713331,188.0428262560183,71.3501145837169,170.54513363083362,173.68270461143692,253.47461981175448,129.84484252495912,105.0213443767751,109.28393707055069
labeled-data\2019-11-27_4_CR019_eye\img5461.png,173.4099525,113.6074031,174.1956484029349,126.34918078946916,177.5715498,120.32998329999998,168.28798669999998,119.6897375,188.37812613716898,71.35118484,172.5224113417594,174.45474629826435,254.4662542107481,128.27449269837751,105.30666498504232,106.41246013755281
labeled-data\2019-11-27_4_CR019_eye\img5614.png,173.4053541,114.7578331,175.30727860472842,125.76913463307731,178.5498342,121.1127791,168.866107,119.9023132,187.99343737486763,69.75925578371685,172.3969185621713,174.77509820191628,256.5012361407266,126.95679605314389,104.99711612872477,105.19558444758917
labeled-data\2019-11-27_4_CR019_eye\img6490.png,172.50408000000002,106.959181,172.9788892219278,130.63190965600026,181.1025409,121.04646890000001,162.7444585,117.85375890000002,188.27097744973517,68.77342344513244,174.4443753728231,175.57348495012303,256.9704485902062,125.55896932032633,105.44952321402955,104.10334245912537
labeled-data\2019-11-27_4_CR019_eye\img6983.png,174.47835700000002,114.1290736,174.6140131152623,128.92759418162484,179.12484619999998,121.25369040000001,167.6635061,120.3243925,189.34341704973517,72.62043636,171.7055003713398,175.04829626382428,255.49099329617823,125.44288148059555,102.78015492925866,103.56105643439956
labeled-data\2019-11-27_4_CR019_eye\img7045.png,173.40877780000002,109.0423105,172.22582165033185,131.4368321355466,181.4732414,120.8509893,163.04018180000003,119.4109065,189.2553306246028,70.52150664115071,170.11531945702183,175.66812391208987,254.95728752441892,127.63633805089147,101.92485636327531,104.74877961825017
labeled-data\2019-11-27_4_CR019_eye\img7266.png,176.5603325,108.7712023,174.80687754984294,131.252411091002,183.69248169999997,120.1826409,166.2900378,119.12117891535708,192.5363466,77.67503204,179.9894205279133,169.1248405461317,256.65938862676086,127.15792139385302,108.89930498582328,104.95226882742489
labeled-data\2019-11-27_4_CR019_eye\img7548.png,174.8314841,117.07873700000002,174.3875625174733,129.12843877786048,178.7181523,124.1233231,170.4589824,122.98054753235726,194.3637775246027,74.32538676,172.9154058778912,170.51578903935211,251.5188780093796,127.89641973100436,102.5342711990243,107.37354953784568
