scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-11-18_2_SS047_eye\img00434.png,206.51729014050676,82.79338297105798,211.11507016761306,160.49586542915472,166.0568259019712,122.3342912041723,246.97775437904232,120.49517919332979,195.48261807545163,48.31003276776062,190.88483804834527,240.03745989809397
labeled-data\2015-11-18_2_SS047_eye\img03200.png,209.73573615948118,83.25316097376862,213.4139601811662,152.67963938307398,175.71216395889445,119.11584518519788,246.05819837362105,116.3571771689341,189.5055040402134,49.22958877318189,188.58594803479212,232.22123385201323
labeled-data\2015-11-18_2_SS047_eye\img03855.png,200.08039810255792,76.81626893581978,204.67817812966422,151.7600833776527,162.83837988299678,115.43762116351283,242.37997435193603,115.43762116351283,185.3675020158177,60.26426083823705,187.20661402666025,218.42789377069428
labeled-data\2015-11-18_2_SS047_eye\img05371.png,228.58663427061708,82.33360496834737,233.64419230043404,147.62208135325704,195.48261807545163,117.73651117706598,260.77109446036127,115.43762116351283,200.08039810255792,41.87314072981178,204.2184001269536,240.03745989809397
labeled-data\2015-11-18_2_SS047_eye\img05891.png,201.4597321106898,87.85094100087494,205.13795613237488,149.9209713668102,171.11438393178815,121.41473519875103,234.56374830585526,120.49517919332979,184.44794601039644,59.804482835526414,184.44794601039644,227.6234538249069
labeled-data\2015-11-18_2_SS047_eye\img05903.png,209.73573615948118,87.3911629981643,213.87373818387687,152.21986138036334,178.0110539724476,122.79406920688294,245.13864236819978,117.73651117706598,190.42506004563467,47.85025476505001,191.80439405376654,240.03745989809397
labeled-data\2015-11-18_2_SS047_eye\img06433.png,218.01174020827256,87.3911629981643,220.7704082245363,153.1394173857846,184.9077240131071,123.25384720959357,250.19620039801674,120.9549571960404,192.7239500591878,43.71225274065432,192.7239500591878,240.95701590351524
labeled-data\2015-11-18_2_SS047_eye\img08088.png,223.98885424351073,84.63249498190052,230.42574628145962,150.38074936952083,192.7239500591878,120.03540119061915,258.4722044468081,117.27673317435534,196.8619520835835,42.332918732522444,195.48261807545163,240.4972379008046
labeled-data\2015-11-18_2_SS047_eye\img09610.png,216.63240620014068,77.27604693853041,220.7704082245363,152.67963938307398,180.30994398600075,115.43762116351283,252.95486841428055,115.43762116351283,193.18372806189842,43.71225274065432,196.40217408087284,232.22123385201323
labeled-data\2015-11-18_2_SS047_eye\img10531.png,222.14974223266825,85.09227298461116,227.2073002624852,150.84052737223146,190.88483804834527,118.19628917977661,256.173314433255,115.89739916622347,192.7239500591878,46.470920756918076,194.1032840673197,235.89945787369828
labeled-data\2015-11-18_2_SS047_eye\img11588.png,215.25307219200874,77.73582494124105,220.7704082245363,147.1623033505464,183.52839000497517,115.43762116351283,255.7135364305443,110.38006313369587,195.48261807545163,49.689366775892495,194.1032840673197,232.22123385201323
labeled-data\2015-11-18_2_SS047_eye\img12072.png,212.9541821784556,95.20738904424505,216.63240620014068,152.21986138036334,186.74683602394964,126.01251522585736,246.05819837362105,122.79406920688294,191.34461605105594,49.689366775892495,193.18372806189842,238.19834788725143
labeled-data\2015-11-18_2_SS047_eye\img12859.png,219.8508522191151,86.47160699274303,223.52907624080012,153.1394173857846,189.96528204292406,118.65606718248725,256.6330924359656,115.89739916622347,192.7239500591878,53.36759079757758,191.34461605105594,236.35923587640892
labeled-data\2015-11-18_2_SS047_eye\img13087.png,220.7704082245363,77.27604693853041,224.4486322462214,154.05897339120588,183.06861200226456,119.57562318790852,259.3917604522294,114.9778431608022,190.88483804834527,46.93069875962874,189.96528204292406,236.81901387911955
labeled-data\2015-11-18_2_SS047_eye\img14050.png,208.3564021513493,81.4140489629261,212.9541821784556,154.51875139391652,170.6546059290775,119.11584518519788,246.97775437904232,116.81695517164474,192.7239500591878,50.14914477860316,198.70106409442604,234.06034586285574
labeled-data\2015-11-18_2_SS047_eye\img14526.png,232.2648582923021,73.59782291684536,235.48330431127653,153.1394173857846,195.48261807545163,114.9778431608022,269.9666545145739,111.75939714182778,196.40217408087284,42.79269673523305,194.56306207003036,237.2787918818302
labeled-data\2015-11-18_2_SS047_eye\img15086.png,214.79329418929814,81.87382696563674,217.09218420285129,154.51875139391652,179.85016598329014,119.11584518519788,257.55264844138685,115.43762116351283,194.56306207003036,41.87314072981178,195.02284007274096,238.6581258899621
labeled-data\2015-11-18_2_SS047_eye\img15553.png,226.74752225977454,74.51737892226663,234.10397030314465,149.9209713668102,191.80439405376654,116.3571771689341,266.7482084955995,109.46050712827463,199.62062009984726,37.275360702705484,200.08039810255792,234.06034586285574
labeled-data\2015-11-18_2_SS047_eye\img15687.png,222.60952023537885,79.11515894937293,229.0464122733277,151.3003053749421,188.12617003208152,119.11584518519788,258.0124264440975,114.51806515809156,189.5055040402134,45.55136475149686,187.20661402666025,239.1179038926727
labeled-data\2015-11-18_2_SS047_eye\img17058.png,213.87373818387687,90.60960901713872,219.8508522191151,155.43830739933776,185.3675020158177,126.93207123127863,249.27664439259547,121.41473519875103,188.58594803479212,44.63180874607559,191.34461605105594,238.19834788725143
