scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-09-16_1_SS048_eye\img00161.png,170.04140026059815,96.11181509651226,170.50847701584797,132.07672525075,152.29248356110418,114.79488530650588,188.72447047059177,114.79488530650588,181.25124238659433,38.19429744553196,181.71831914184418,203.5394688039757
labeled-data\2015-09-16_1_SS048_eye\img01705.png,176.58047483409592,88.63858701251479,174.71216781309656,136.7474928032484,151.82540680585436,112.45950153025669,199.46723584133815,113.39365504075636,192.4610845125905,75.0933611102694,194.3293915335899,166.64040513923823
labeled-data\2015-09-16_1_SS048_eye\img06840.png,,,,,,,,,235.89922275082574,108.2558107330081,235.84030151367188,118.9437484741211
labeled-data\2015-09-16_1_SS048_eye\img07081.png,180.78416563134448,91.44104754401383,180.78416563134448,140.0170300899973,157.43032786885243,115.26196206175572,204.60508014908635,114.79488530650588,186.85616344959243,42.39798824278054,186.85616344959243,205.40777582497503
labeled-data\2015-09-16_1_SS048_eye\img08243.png,,,,,,,,,252.71398593982002,102.65088967001003,251.16262817382812,117.22114562988281
labeled-data\2015-09-16_1_SS048_eye\img08706.png,,,,,,,,,226.08091735839844,122.59089660644531,227.02476440107876,131.14257174025033
labeled-data\2015-09-16_1_SS048_eye\img09703.png,173.77801430259686,93.77643132026304,173.77801430259686,132.54380200599985,153.22663707160388,112.92657828550651,194.3293915335899,113.39365504075636,191.05985424684098,71.35674706827066,191.05985424684098,180.65270779673347
labeled-data\2015-09-16_1_SS048_eye\img09957.png,,,,,,,,,198.81631469726562,112.49933624267578,200.4013893518378,135.3462625374989
labeled-data\2015-09-16_1_SS048_eye\img11627.png,,,,,,,,,193.79974365234375,116.4911880493164,193.86231477834002,146.08902790824524
labeled-data\2015-09-16_1_SS048_eye\img13766.png,,,,,,,,,249.4444486530711,111.52534801975699,249.4444486530711,127.4059576982516
labeled-data\2015-09-16_1_SS048_eye\img15189.png,,,,,,,,,209.66018676757812,104.80220031738281,208.34169419108508,121.8010366352535
labeled-data\2015-09-16_1_SS048_eye\img15934.png,,,,,,,,,190.1445770263672,111.33434295654297,189.65862398109147,148.89148843974428
labeled-data\2015-09-16_1_SS048_eye\img18112.png,,,,,,,,,204.13800339383653,126.00472743250208,203.6709266385867,142.81949062149636
labeled-data\2015-09-16_1_SS048_eye\img20292.png,168.17309323959878,94.24350807551289,169.10724675009845,138.61579982424777,146.22048574285625,114.79488530650588,190.59277749159114,116.19611557225542,181.71831914184418,51.2724465925275,180.31708887609463,205.87485258022488
labeled-data\2015-09-16_1_SS048_eye\img21669.png,179.8500121208448,91.90812429926368,180.78416563134448,138.61579982424777,157.89740462410228,115.72903881700557,203.6709266385867,116.19611557225542,183.58662616284354,47.535832550528795,185.92200993909273,203.07239204872582
labeled-data\2015-09-16_1_SS048_eye\img22691.png,,,,,,,,,220.9527665828308,110.59119450925732,218.6173828065816,122.7351901457532
labeled-data\2015-09-16_1_SS048_eye\img22796.png,,,,,,,,,204.6726531982422,68.2877426147461,201.6508026123047,113.05728912353516
labeled-data\2015-09-16_1_SS048_eye\img23176.png,,,,,,,,,225.63116455078125,90.77542114257812,225.91754150390625,114.875244140625
labeled-data\2015-09-16_1_SS048_eye\img23690.png,,,,,,,,,178.10842895507812,91.22000122070312,178.9158586103451,111.99242477500684
labeled-data\2015-09-16_1_SS048_eye\img23694.png,,,,,141.082641435108,94.24350807551289,205.07215690433623,94.71058483076271,181.4036865234375,78.73075103759766,179.2955322265625,123.07157135009766
labeled-data\2015-09-16_1_SS048_eye\img23855.png,,,,,,,,,209.7429244568346,117.59734583800494,210.21000121208448,128.34011120875127
labeled-data\2015-09-16_1_SS048_eye\img23856.png,,,,,,,,,187.1211395263672,103.866943359375,186.85616344959243,134.41210902699922
labeled-data\2015-09-16_1_SS048_eye\img24707.png,,,,,,,,,208.33460998535156,148.11929321289062,207.40754068058544,161.96963758673982
labeled-data\2015-09-16_1_SS048_eye\img28136.png,177.04755158934574,90.03981727826431,176.58047483409592,139.54995333474747,152.29248356110418,114.79488530650588,199.93431259658797,114.79488530650588,183.58662616284354,35.39183691403292,181.25124238659433,212.8810039089725
labeled-data\2015-09-16_1_SS048_eye\img29384.png,188.72447047059177,86.30320323626557,189.19154722584162,132.07672525075,164.9035559528499,108.2558107330081,210.21000121208448,108.72288748825795,191.52693100209083,48.002909305778616,193.3952380230902,198.86870125147726
