scorer,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000,DLC_resnet50_PupilDetectorApr28shuffle1_500000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_right,pupil_left,pupil_left,pupil_left,lid_top,lid_top,lid_top,lid_bot,lid_bot,lid_bot,corner_right,corner_right,corner_right,corner_left,corner_left,corner_left
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2018-02-02_2_SS088_eye_clip\img49474.png,156.98321533203125,269.69183349609375,0.00013222139386925846,169.82073974609375,249.0032501220703,0.011349022388458252,292.7638244628906,166.3604278564453,0.7747994065284729,54.51513671875,96.81938934326172,0.0005166456685401499,183.8145751953125,38.1077766418457,0.9915281534194946,161.01803588867188,252.6003875732422,0.9360109567642212,324.8726806640625,161.43179321289062,0.9868161082267761,40.24029541015625,92.54927825927734,0.9995380640029907
labeled-data\2018-02-02_2_SS088_eye_clip\img69430.png,170.18104553222656,11.241172790527344,0.00021345280401874334,170.3693389892578,242.24057006835938,0.001325645949691534,295.1236572265625,160.75099182128906,0.059339139610528946,51.849578857421875,81.6007080078125,0.0003960419271606952,179.96690368652344,25.033424377441406,0.9965028762817383,155.77847290039062,250.35934448242188,0.9871335029602051,320.25494384765625,152.6753692626953,0.9935577511787415,39.20897674560547,81.5999984741211,0.9995835423469543
labeled-data\2018-02-02_2_SS088_eye_clip\img79275.png,45.839866638183594,75.0769271850586,0.00018787963199429214,157.7379913330078,244.69680786132812,0.0009349883766844869,291.5068664550781,163.52978515625,0.9735941886901855,53.73609161376953,97.33641052246094,0.00039031539927236736,184.42593383789062,36.22932434082031,0.9924544095993042,156.93771362304688,252.3983154296875,0.9839719533920288,324.3584899902344,159.72816467285156,0.9907047152519226,40.038360595703125,85.9555892944336,0.9997153878211975
labeled-data\2018-02-02_2_SS088_eye_clip\img58217.png,312.2027587890625,151.9056854248047,0.0006742692203260958,168.15716552734375,238.67071533203125,0.0031377680134028196,296.9715576171875,162.837890625,0.803635835647583,55.85579299926758,97.53585052490234,0.0009382930584251881,184.1814422607422,29.70670509338379,0.9886224865913391,158.8055877685547,249.1422576904297,0.9626875519752502,318.0262756347656,154.52597045898438,0.9989091157913208,39.10920333862305,87.7621841430664,0.9997742772102356
labeled-data\2018-02-02_2_SS088_eye_clip\img41485.png,171.74725341796875,35.74828338623047,0.00015167392848525196,174.41029357910156,238.605712890625,0.00904522743076086,302.2449951171875,166.48428344726562,0.0023248617071658373,60.333839416503906,97.6197280883789,0.000436689326306805,181.1352996826172,29.076122283935547,0.9848965406417847,160.6185302734375,246.05621337890625,0.9838062524795532,316.79779052734375,153.92982482910156,0.9987088441848755,43.43485641479492,91.40424346923828,0.9995100498199463
labeled-data\2018-02-02_2_SS088_eye_clip\img26184.png,46.044578552246094,75.35362243652344,0.0001782791077857837,165.11279296875,240.7415771484375,0.044072188436985016,274.84124755859375,155.74769592285156,0.9993361830711365,53.93683624267578,97.63645935058594,0.0002745894598774612,180.05015563964844,31.97665786743164,0.9976436495780945,146.5524139404297,249.57147216796875,0.9726459383964539,320.6546936035156,156.4462432861328,0.9972195625305176,39.917964935302734,86.82730102539062,0.9997569918632507
labeled-data\2018-02-02_2_SS088_eye_clip\img68118.png,169.8672332763672,11.487281799316406,0.0002240134053863585,167.75436401367188,244.207763671875,0.0010877365712076426,289.4335021972656,159.08377075195312,0.9701910018920898,53.2016716003418,81.24189758300781,0.0003072200925089419,176.26730346679688,25.29747200012207,0.9945397973060608,155.55311584472656,249.54177856445312,0.9630926251411438,322.70928955078125,154.05140686035156,0.9951891899108887,40.90553665161133,81.99197387695312,0.9995183944702148
labeled-data\2018-02-02_2_SS088_eye_clip\img21699.png,147.89393615722656,226.8453369140625,0.0003923569747712463,153.584228515625,233.59719848632812,0.9168123006820679,274.0000915527344,158.41183471679688,0.9990618824958801,61.27076721191406,112.49927520751953,0.002300447318702936,182.32666015625,30.751924514770508,0.9975265860557556,153.32647705078125,246.72349548339844,0.9905994534492493,322.2640380859375,161.23239135742188,0.9980996251106262,42.84154510498047,89.64305877685547,0.9994797110557556
