scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-12-01_1_SS052_eye\img05110.png,,,,,,,,,188.722840072741,122.3342912041723,189.18261807545161,135.6678532827806
labeled-data\2015-12-01_1_SS052_eye\img07713.png,173.55016598329016,123.25384720959357,174.4697219887114,157.73719741289094,155.1590458748649,137.96674329633376,191.94128609171543,140.26563330988694,173.09038798057952,70.37937689787094,174.92949999142203,223.94522980322188
labeled-data\2015-12-01_1_SS052_eye\img08336.png,164.81438393178814,108.54095112285336,165.27416193449878,158.65675341831218,138.60703777728213,130.61029525296368,193.7803981025579,134.74829727735934,175.38927799413267,52.90781279486694,177.2283900049752,224.40500780593248
labeled-data\2015-12-01_1_SS052_eye\img12194.png,,,,,,,,,200.6770681432174,138.88629930175503,198.83795613237487,156.81764140746967
labeled-data\2015-12-01_1_SS052_eye\img14090.png,168.4926079534732,115.89739916622347,167.1132739453413,159.1165314210228,145.5037078179416,135.6678532827806,192.40106409442603,137.50696529362315,173.55016598329016,64.86204086534337,176.30883399955394,227.1636758221963
labeled-data\2015-12-01_1_SS052_eye\img16773.png,164.81438393178814,116.81695517164474,164.3546059290775,163.71431144812914,138.60703777728213,137.50696529362315,191.48150808900476,139.8058553071763,172.6306099778689,64.40226286263274,169.8719419616051,232.68101185472386
labeled-data\2015-12-01_1_SS052_eye\img17030.png,,,168.4926079534732,149.00141536138892,144.12437380980973,127.39184923398926,191.02173008629416,127.85162723669987,183.2055040402134,105.32250510387894,183.50718688964844,196.37228393554688
labeled-data\2015-12-01_1_SS052_eye\img17032.png,,,,,,,,,202.0564021513493,111.29961913911714,200.6770681432174,136.12763128549125
labeled-data\2015-12-01_1_SS052_eye\img17044.png,,,,,,,,,215.38996422995763,127.39184923398926,214.93018622724696,148.08185935596768
labeled-data\2015-12-01_1_SS052_eye\img17267.png,,,,,,,,,188.722840072741,103.94317109574703,185.9641720564772,131.98962926109556
labeled-data\2015-12-01_1_SS052_eye\img17274.png,,,,,,,,,190.10217408087289,109.00072912556399,191.94128609171543,136.12763128549125
labeled-data\2015-12-01_1_SS052_eye\img17711.png,168.95238595618383,116.81695517164474,169.41216395889447,162.79475544270787,145.043929815231,137.96674329633376,193.3206200998473,141.64496731801881,181.36639202937087,78.65538094666232,183.2055040402134,225.32456381135376
labeled-data\2015-12-01_1_SS052_eye\img19367.png,167.57305194805193,114.9778431608022,168.03282995076256,160.49586542915472,144.58415181252036,136.58740928820188,191.48150808900476,136.58740928820188,182.74572603750278,62.10337284907956,182.74572603750278,226.70389781948566
labeled-data\2015-12-01_1_SS052_eye\img21051.png,166.65349594263066,116.3571771689341,167.57305194805193,159.57630942373345,145.5037078179416,136.12763128549125,191.02173008629416,137.50696529362315,182.28594803479214,72.21848890871345,184.5848380483453,221.18656178695807
labeled-data\2015-12-01_1_SS052_eye\img21939.png,163.43504992365624,124.63318121772545,164.3546059290775,167.3925354698142,141.82548379625655,144.86341333699323,188.26306207003034,146.24274734512514,181.36639202937087,74.057600919556,183.66528204292405,234.5201238655664
labeled-data\2015-12-01_1_SS052_eye\img23799.png,178.6077240131071,116.3571771689341,178.6077240131071,162.79475544270787,152.40037785860108,137.50696529362315,203.43573615948122,138.4265212990444,188.26306207003034,64.40226286263274,187.80328406731974,229.0027878330388
labeled-data\2015-12-01_1_SS052_eye\img24605.png,168.4926079534732,114.51806515809156,168.95238595618383,158.65675341831218,145.96348582065224,135.6678532827806,192.8608420971367,137.04718729091252,181.36639202937087,68.08048688431779,181.8261700320815,229.46256583574944
labeled-data\2015-12-01_1_SS052_eye\img26839.png,,,,,,,,,195.28277587890625,122.82391357421875,195.15973211068984,156.81764140746967
labeled-data\2015-12-01_1_SS052_eye\img28531.png,164.3546059290775,118.19628917977661,164.3546059290775,161.87519943728662,141.36570579354594,139.34607730446567,188.26306207003034,140.72541131259757,178.6077240131071,80.49449295750483,178.14794601039645,221.18656178695807
labeled-data\2015-12-01_1_SS052_eye\img29917.png,,,,,,,,,179.06750201581772,94.28783303882378,182.74572603750278,172.90987150234176
labeled-data\2015-12-01_1_SS052_eye\img30843.png,,,,,,,195.61951011340045,136.12763128549125,191.40676879882812,117.46430969238281,189.9055938720703,159.80784606933594
labeled-data\2015-12-01_1_SS052_eye\img32091.png,168.03282995076256,114.05828715538092,167.57305194805193,158.19697541560157,144.12437380980973,133.8287412719381,191.02173008629416,135.20807528006998,183.2055040402134,66.24137487347525,181.8261700320815,231.30167784659199
