scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-11-18_1_SS047_eye\img01158.png,212.494404175745,91.52916502256,213.87373818387687,162.79475544270787,175.25238595618384,130.61029525296368,243.2995303573573,129.6907392475424,195.94239607816223,44.63180874607559,190.42506004563467,242.79612791435775
labeled-data\2015-11-18_1_SS047_eye\img01420.png,206.51729014050676,82.33360496834737,206.97706814321737,153.1394173857846,171.11438393178815,119.57562318790852,242.83975235464663,117.73651117706598,194.56306207003036,40.4938067216799,195.02284007274096,234.06034586285574
labeled-data\2015-11-18_1_SS047_eye\img02402.png,204.67817812966422,93.3682770334025,208.3564021513493,155.43830739933776,172.95349594263064,128.3114052394105,234.10397030314465,127.39184923398926,190.88483804834527,50.14914477860316,196.40217408087284,229.0027878330388
labeled-data\2015-11-18_1_SS047_eye\img03298.png,,,,,,,,,171.6387939453125,113.78080749511719,173.4132739453413,135.6678532827806
labeled-data\2015-11-18_1_SS047_eye\img05170.png,196.40217408087284,88.31071900358558,197.78150808900477,157.2774194101803,160.07971186673296,125.55273722314672,232.2648582923021,121.87451320146167,185.3675020158177,44.17203074336493,186.28705802123898,235.43967987098767
labeled-data\2015-11-18_1_SS047_eye\img08795.png,206.97706814321737,91.06938701984936,212.03462617303433,156.35786340475903,172.95349594263064,126.47229322856799,242.83975235464663,124.17340321501482,188.12617003208152,39.57425071625863,186.74683602394964,237.2787918818302
labeled-data\2015-11-18_1_SS047_eye\img10296.png,206.97706814321737,88.77049700629621,211.57484817032372,154.05897339120588,173.4132739453413,124.63318121772545,240.08108433838288,124.63318121772545,189.96528204292406,41.41336272710117,185.82728001852837,236.81901387911955
labeled-data\2015-11-18_1_SS047_eye\img12436.png,,,,,,,,,166.5166039046818,82.79338297105798,166.5166039046818,126.93207123127863
labeled-data\2015-11-18_1_SS047_eye\img12442.png,,,,,,,,,175.71216395889445,89.69005301171745,177.551275969737,114.05828715538092
labeled-data\2015-11-18_1_SS047_eye\img12497.png,,,,,,,,,178.86822509765625,113.12615203857422,180.86990356445312,157.41690063476562
labeled-data\2015-11-18_1_SS047_eye\img12606.png,,,,,,,,,179.85016598329014,124.63318121772545,177.551275969737,148.5416373586783
labeled-data\2015-11-18_1_SS047_eye\img20880.png,210.19551416219178,83.71293897647925,213.4139601811662,163.2545334454185,170.19482792636688,124.63318121772545,252.03531240885928,123.25384720959357,196.40217408087284,41.41336272710117,194.56306207003036,240.95701590351524
labeled-data\2015-11-18_1_SS047_eye\img22883.png,202.83906611882168,92.44872102798126,206.51729014050676,159.57630942373345,168.35571591552434,126.93207123127863,239.62130633567222,124.63318121772545,196.40217408087284,46.470920756918076,196.40217408087284,236.81901387911955
labeled-data\2015-11-18_1_SS047_eye\img26593.png,218.93129621369383,85.55205098732179,222.14974223266825,148.08185935596768,188.12617003208152,116.81695517164474,252.95486841428055,115.43762116351283,193.64350606460908,42.332918732522444,193.18372806189842,235.89945787369828
labeled-data\2015-11-18_1_SS047_eye\img26870.png,216.63240620014068,92.44872102798126,219.8508522191151,147.1623033505464,188.12617003208152,122.79406920688294,246.05819837362105,117.73651117706598,191.80439405376654,45.0915867487862,190.88483804834527,233.1407898574345
labeled-data\2015-11-18_1_SS047_eye\img28106.png,201.91951011340046,81.87382696563674,207.43684614592803,157.2774194101803,163.75793588841805,120.49517919332979,244.21908636277857,116.81695517164474,191.80439405376654,49.689366775892495,188.12617003208152,225.32456381135376
labeled-data\2015-11-18_1_SS047_eye\img29275.png,212.9541821784556,78.65538094666232,214.79329418929814,155.8980854020484,174.33282995076257,117.27673317435534,254.7939804251231,114.05828715538092,194.1032840673197,33.5971366810204,192.7239500591878,241.8765719089365
labeled-data\2015-11-18_1_SS047_eye\img29426.png,,,,,,,,,,,,
labeled-data\2015-11-18_1_SS047_eye\img29428.png,,,,,,,,,,,,
labeled-data\2015-11-18_1_SS047_eye\img30105.png,224.908410248932,67.16093087889652,226.74752225977454,152.67963938307398,182.60883399955395,111.75939714182778,262.6102064712038,110.38006313369587,200.9999541079792,28.079800648492835,194.56306207003036,238.6581258899621
labeled-data\2015-11-18_1_SS047_eye\img30934.png,213.87373818387687,80.0347149547942,216.17262819743002,155.43830739933776,174.33282995076257,119.11584518519788,248.35708838717426,117.27673317435534,200.54017610526853,36.81558269999482,193.64350606460908,240.03745989809397
labeled-data\2015-11-18_1_SS047_eye\img32279.png,,,,,,,,,149.17445373535156,127.05718231201172,152.26348582065225,203.7149976839541
