scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-11-12_1_SS047_eye\img15906.png,178.099587891276,68.76090785127727,180.98604587739763,124.0159607284628,152.1214660161813,98.0378388533681,207.37651889336686,97.21313657161906,159.13143541104813,34.9481142995667,162.01789339716976,200.7132729311233
labeled-data\2015-11-12_1_SS047_eye\img16648.png,170.26491621466013,72.0597169782734,171.08961849640917,126.07771643283539,142.22503863519285,102.1613502621133,197.8924426532529,99.68724341686618,147.5856034665616,36.18516772219027,152.53381715705584,203.59973091724493
labeled-data\2015-11-12_1_SS047_eye\img20454.png,200.77890063937454,63.812694160783025,204.0777097663707,108.7589685161056,178.51193903215054,87.3167091906306,221.808808823975,86.49200690888156,166.14140480591496,20.928175509833068,166.14140480591496,202.77502863549591
labeled-data\2015-11-12_1_SS047_eye\img21773.png,,,178.92429017302504,92.26492288112485,148.41030574831063,65.0497475834066,204.0777097663707,63.812694160783025,152.21865844726562,49.913578033447266,156.657328565801,116.59364019272144
labeled-data\2015-11-12_1_SS047_eye\img21784.png,,,,,,,,,143.0497409169419,77.83263295051668,145.07571411132812,128.7705841064453
labeled-data\2015-11-12_1_SS047_eye\img21805.png,,,,,,,,,122.0011978149414,103.1076889038086,122.01983273234143,132.67533468682768
labeled-data\2015-11-12_1_SS047_eye\img21985.png,180.98604587739763,55.15332020241814,185.52190842701734,120.30480046059213,147.5856034665616,89.37846489500319,214.38648828823366,87.72906033150514,157.06967970667554,26.701091482076322,157.89438198842458,199.06386836762522
labeled-data\2015-11-12_1_SS047_eye\img22127.png,,,,,124.08158843671401,111.23307536135272,,,147.1732523256871,72.88441926002244,155.42027514317746,129.78887670070606
labeled-data\2015-11-12_1_SS047_eye\img22399.png,186.34661070876638,55.15332020241814,191.29482439926062,124.4283118693373,153.35851943880488,90.61551831762677,221.808808823975,88.55376261325415,159.95613769279717,22.57758007333115,159.95613769279717,207.31089118511562
labeled-data\2015-11-12_1_SS047_eye\img26450.png,,,164.07964910154237,110.40837307960368,,,,,151.8369903564453,87.55469512939453,152.1214660161813,145.4582200539378
labeled-data\2015-11-12_1_SS047_eye\img28760.png,187.17131299051542,62.57564073815948,189.64541983576254,112.88247992485077,163.66729796066784,90.20316717675223,213.14943486561012,88.14141147237964,158.71908427017362,35.36046544044123,162.01789339716976,199.06386836762522
labeled-data\2015-11-12_1_SS047_eye\img29104.png,,,174.38842762340533,105.87251052998397,137.27682494469863,79.06968637314023,208.20122117511588,81.13144207751282,164.57032775878906,72.74382019042969,166.55375594678947,130.6135789824551
labeled-data\2015-11-12_1_SS047_eye\img29115.png,,,,,,,,,151.43345642089844,95.26304626464844,152.94616829793034,127.72712099633347
labeled-data\2015-11-12_1_SS047_eye\img29131.png,,,,,,,,,161.85975646972656,80.18651580810547,162.8524627685547,140.4096221923828
labeled-data\2015-11-12_1_SS047_eye\img30146.png,,,171.9143207781582,117.83069361534501,135.62742038120055,88.55376261325415,204.0777097663707,88.55376261325415,151.24136352539062,83.1580810546875,151.7091148753068,148.34467804005942
labeled-data\2015-11-12_1_SS047_eye\img38639.png,180.57369473652312,65.0497475834066,184.2848550043938,122.36655616496472,151.29676373443226,95.97608314899551,209.85062573861396,92.67727402199935,159.13143541104813,36.18516772219027,162.4302445380443,202.36267749462138
labeled-data\2015-11-12_1_SS047_eye\img40687.png,162.9700164794922,146.4564666748047,,,,,,,157.6114959716797,82.20315551757812,158.2486114501953,132.14935302734375
labeled-data\2015-11-12_1_SS047_eye\img40696.png,,,176.03783218690342,126.90241871458443,132.3286112542044,90.61551831762677,,,162.01097106933594,71.49300384521484,167.6566162109375,140.09805297851562
labeled-data\2015-11-12_1_SS047_eye\img40697.png,,,,,133.15331353595343,84.84260234538348,219.74705311960244,84.43025120450898,164.07964910154237,68.34855671040273,167.79080936941304,141.33470864519256
labeled-data\2015-11-12_1_SS047_eye\img41222.png,178.92429017302504,77.42028180964215,182.2230993000212,121.54185388321568,153.77087057967938,100.51194569861522,201.6036029211236,98.0378388533681,160.36848883367168,63.40034301990852,162.4302445380443,180.09571588739738
labeled-data\2015-11-12_1_SS047_eye\img44199.png,172.32667191903275,58.45212932941428,176.03783218690342,117.41834247447048,143.46209205781642,87.3167091906306,204.0777097663707,86.49200690888156,157.06967970667554,32.06165631344507,157.06967970667554,204.42443319899397
labeled-data\2015-11-12_1_SS047_eye\img44677.png,,,,,,,,,150.88441259355776,79.06968637314023,153.35851943880488,111.23307536135272
