scorer,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000,DLC_resnet50_PupilApr27shuffle1_350000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_left,pupil_right,pupil_right,pupil_right,lid_top,lid_top,lid_top,lid_bottom,lid_bottom,lid_bottom
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2015-11-12_1_SS047_eye\img50958.png,0.7413730621337891,144.67132568359375,2.3096799850463867e-05,0.9854118824005127,-0.42545270919799805,6.628036499023438e-05,124.08927917480469,142.1573944091797,5.906820297241211e-05,1.1851770877838135,138.80340576171875,0.00014078617095947266,142.3587188720703,122.77891540527344,0.0013517439365386963,139.28453063964844,142.4333953857422,0.02063503861427307
labeled-data\2015-11-12_1_SS047_eye\img29115.png,143.1488800048828,98.5492172241211,0.000589221715927124,139.0728302001953,120.42891693115234,0.00046321749687194824,133.2463836669922,97.02783203125,0.0005738735198974609,151.2234344482422,103.71694946289062,0.002537161111831665,151.43345642089844,95.26304626464844,0.9999991655349731,147.14773559570312,132.13880920410156,0.9999959468841553
labeled-data\2015-11-12_1_SS047_eye\img30146.png,170.94064331054688,70.90088653564453,0.0003432333469390869,160.75001525878906,116.98461151123047,0.9999992251396179,134.1740264892578,92.64167785644531,0.9999939799308777,187.4288787841797,89.33702850341797,0.9994106292724609,151.24136352539062,83.1580810546875,0.9999967813491821,149.8538360595703,153.8197021484375,1.0
labeled-data\2015-11-12_1_SS047_eye\img44677.png,157.6967315673828,98.72947692871094,5.4836273193359375e-05,137.7874755859375,105.02082061767578,8.791685104370117e-05,158.98236083984375,93.35775756835938,0.00021573901176452637,166.42636108398438,85.83564758300781,0.004957139492034912,168.10333251953125,77.79188537597656,0.2618449628353119,152.80657958984375,116.02088165283203,0.9217278957366943
labeled-data\2015-11-12_1_SS047_eye\img81319.png,186.90597534179688,50.62599563598633,0.0004476010799407959,147.2445831298828,61.68763732910156,0.000671088695526123,135.07711791992188,63.91904830932617,0.0016970336437225342,200.1653594970703,54.57377624511719,0.010871738195419312,159.194091796875,53.00286102294922,0.9974830746650696,158.00338745117188,85.18404388427734,0.7358593940734863
labeled-data\2015-11-12_1_SS047_eye\img40687.png,162.9700164794922,146.4564666748047,4.9948692321777344e-05,157.89817810058594,116.06183624267578,0.00025349855422973633,133.7764434814453,90.90695190429688,0.9999618530273438,195.95489501953125,87.5501480102539,0.9735594987869263,157.6114959716797,82.20315551757812,0.9999872446060181,158.2486114501953,132.14935302734375,0.9999986886978149
labeled-data\2015-11-12_1_SS047_eye\img29104.png,171.4423828125,65.57025146484375,0.0001106560230255127,167.07081604003906,108.29049682617188,0.9921400547027588,140.39718627929688,78.57339477539062,0.9999676942825317,196.5484161376953,81.28369903564453,0.9996419548988342,164.57032775878906,72.74382019042969,0.9999992847442627,160.1401824951172,135.32919311523438,0.9999992251396179
labeled-data\2015-11-12_1_SS047_eye\img21784.png,187.0691375732422,66.72909545898438,0.00046890974044799805,173.70465087890625,59.2414436340332,0.0004591047763824463,158.70591735839844,80.3958740234375,0.0019640326499938965,167.23052978515625,81.1775894165039,0.04771682620048523,178.41720581054688,69.5483627319336,0.9970521926879883,145.07571411132812,128.7705841064453,0.9999499320983887
labeled-data\2015-11-12_1_SS047_eye\img40696.png,178.13406372070312,58.845672607421875,0.0021791160106658936,172.73162841796875,125.65386962890625,0.04548671841621399,133.84474182128906,83.9039535522461,1.0,215.22238159179688,85.5936050415039,1.0,162.01097106933594,71.49300384521484,1.0,167.6566162109375,140.09805297851562,1.0
labeled-data\2015-11-12_1_SS047_eye\img29131.png,169.58712768554688,66.02033233642578,0.00020486116409301758,163.7964630126953,124.2502670288086,0.009696155786514282,133.14695739746094,89.7621841430664,0.999998927116394,211.22610473632812,90.49406433105469,0.999113917350769,161.85975646972656,80.18651580810547,0.9998916387557983,162.8524627685547,140.4096221923828,0.9999998211860657
labeled-data\2015-11-12_1_SS047_eye\img50857.png,172.6910400390625,114.86341094970703,0.00027999281883239746,169.00286865234375,109.66372680664062,0.00014397501945495605,172.1842041015625,113.72051239013672,0.0005287230014801025,178.7693634033203,110.6914291381836,0.005766183137893677,180.61439514160156,102.1686782836914,0.32498377561569214,168.0637969970703,133.63909912109375,0.09457677602767944
labeled-data\2015-11-12_1_SS047_eye\img44821.png,109.8082046508789,116.74494934082031,0.00026419758796691895,119.49625396728516,110.44833374023438,0.00015467405319213867,107.06584930419922,128.68885803222656,0.0004101693630218506,120.9935531616211,125.19390869140625,0.0037345588207244873,119.2698974609375,116.14655303955078,0.9996170997619629,121.24769592285156,166.86488342285156,0.999999463558197
