scorer,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_right,pupil_left,pupil_left,pupil_left,lid_top,lid_top,lid_top,lid_bot,lid_bot,lid_bot,corner_right,corner_right,corner_right,corner_left,corner_left,corner_left
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2015-12-04_1_SS052_eye\img37828.png,221.6796875,149.53378295898438,0.0013094544410705566,180.13429260253906,182.3488311767578,0.0025288760662078857,213.62152099609375,170.145751953125,0.0033958852291107178,202.25035095214844,133.73428344726562,0.001962006092071533,202.00157165527344,132.5090789794922,0.9713690876960754,212.50851440429688,185.89291381835938,0.8335928320884705,308.6136779785156,171.60153198242188,0.575774073600769,4.643320083618164,47.20343017578125,0.07871299982070923
labeled-data\2015-12-04_1_SS052_eye\img37663.png,176.51675415039062,108.48418426513672,0.9993510246276855,177.36004638671875,168.9844512939453,0.9994552731513977,209.34410095214844,138.9891357421875,0.9997650384902954,140.98748779296875,137.63348388671875,0.9994473457336426,185.0558319091797,44.4526252746582,0.9927067160606384,173.17906188964844,253.66600036621094,0.9906532764434814,292.9790954589844,168.92352294921875,0.9983195066452026,39.018714904785156,137.45323181152344,0.9964120388031006
labeled-data\2015-12-04_1_SS052_eye\img03800.png,169.2373504638672,126.71599578857422,0.9999433755874634,162.9459686279297,170.68138122558594,0.9999635219573975,187.27452087402344,151.59591674804688,0.9999812841415405,143.46707153320312,144.36184692382812,0.9999697208404541,195.94992065429688,102.86656188964844,0.9980714321136475,186.5675506591797,216.94869995117188,0.9913382530212402,293.283447265625,173.51235961914062,0.9764738082885742,57.21680450439453,131.73333740234375,0.9948920011520386
labeled-data\2015-12-04_1_SS052_eye\img11465.png,174.91075134277344,111.17925262451172,0.9739770889282227,172.11959838867188,162.4215850830078,0.9996579885482788,199.89306640625,139.48118591308594,0.9997143745422363,143.13180541992188,132.85525512695312,0.9998834133148193,192.99642944335938,98.45377349853516,0.9736437797546387,188.64393615722656,193.85450744628906,0.9372787475585938,293.0968322753906,155.3607940673828,0.9456909894943237,73.78800964355469,132.29315185546875,0.9926866292953491
labeled-data\2015-12-04_1_SS052_eye\img37841.png,168.3851776123047,93.9825668334961,0.999193549156189,169.17123413085938,162.53713989257812,0.999810516834259,202.04248046875,131.73373413085938,0.9994442462921143,131.8284149169922,128.73619079589844,0.9994852542877197,188.2274627685547,29.880817413330078,0.9854593276977539,181.61740112304688,243.20346069335938,0.9929126501083374,314.2082824707031,154.66360473632812,0.9577621221542358,51.744964599609375,129.90357971191406,0.9966214895248413
labeled-data\2015-12-04_1_SS052_eye\img32310.png,171.6321563720703,86.47991180419922,0.9999393820762634,180.23573303222656,166.25677490234375,0.9997985363006592,215.39193725585938,131.30152893066406,0.9985321164131165,136.87420654296875,128.9728546142578,0.9997612237930298,175.68524169921875,33.328285217285156,0.975990891456604,178.96578979492188,248.39759826660156,0.984565258026123,294.07244873046875,164.0779571533203,0.9983395338058472,36.68415832519531,128.70130920410156,0.9960119724273682
labeled-data\2015-12-04_1_SS052_eye\img40809.png,172.26480102539062,98.94944763183594,0.9999678730964661,174.33534240722656,162.9697265625,0.9999268054962158,205.11334228515625,132.66390991210938,0.999517560005188,140.88327026367188,132.02352905273438,0.9999406337738037,182.887939453125,39.328556060791016,0.9935251474380493,176.84400939941406,250.49908447265625,0.9715725183486938,297.1327819824219,165.88479614257812,0.9968500137329102,41.73223114013672,131.94361877441406,0.9933048486709595
labeled-data\2015-12-04_1_SS052_eye\img26924.png,182.42440795898438,115.5748291015625,0.9999494552612305,179.90011596679688,169.40245056152344,0.9997501373291016,207.2493896484375,143.60801696777344,0.9996433258056641,149.5948486328125,139.92840576171875,0.9998869299888611,187.10914611816406,78.87637329101562,0.9966298341751099,186.1461944580078,230.61155700683594,0.9901469945907593,295.99981689453125,168.4435272216797,0.9929618835449219,54.46700668334961,136.22671508789062,0.9947699904441833
