scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-12-04_1_SS052_eye\img00393.png,,,,,,,,,202.69929746607426,136.08439842851993,203.7217888452367,149.88803204721302
labeled-data\2015-12-04_1_SS052_eye\img03798.png,,,,,,,,,170.49081902245706,147.33180359930688,169.46832764329463,163.18041997632486
labeled-data\2015-12-04_1_SS052_eye\img03799.png,,,159.24341385167014,164.2029113554873,134.19237506219014,142.21934670349464,187.3619267786375,143.7530837722383,165.8896078162261,133.01692429103258,162.16464233398438,204.05758666992188
labeled-data\2015-12-04_1_SS052_eye\img04801.png,171.0020647120383,130.46069584312647,172.02455609120074,172.3828423887869,147.99600868088322,149.37678635763177,194.00812074319344,150.91052342637545,174.06953884952566,73.71242429961052,180.7157328140816,238.8447820343461
labeled-data\2015-12-04_1_SS052_eye\img07637.png,,,,,,,,,192.98562936403096,129.94945015354526,189.9181552265436,150.39927773679423
labeled-data\2015-12-04_1_SS052_eye\img10175.png,163.33337936831992,134.55066135977626,164.3558707474824,171.36035100962445,145.43978023297706,152.44426049511912,182.76071557240647,151.9330148055379,169.46832764329463,74.73491567877295,171.0020647120383,239.86727341350857
labeled-data\2015-12-04_1_SS052_eye\img10438.png,164.8671164370636,133.52816998061382,164.8671164370636,171.36035100962445,146.97351730172073,151.4217691159567,184.29445264115014,152.44426049511912,173.04704747036322,73.20117861002927,174.06953884952566,239.86727341350857
labeled-data\2015-12-04_1_SS052_eye\img11464.png,,,,,,,,,,,,
labeled-data\2015-12-04_1_SS052_eye\img11466.png,,,,,,,,,204.9878387451172,120.76178741455078,204.23303453481793,133.01692429103258
labeled-data\2015-12-04_1_SS052_eye\img11467.png,,,,,,,,,231.32905608262286,140.17436394516974,228.7728276347167,147.33180359930688
labeled-data\2015-12-04_1_SS052_eye\img11471.png,,,,,,,,,185.82818970989382,129.438204463964,186.33943539947506,168.80412256171832
labeled-data\2015-12-04_1_SS052_eye\img14753.png,174.5807845391069,121.76951912024566,175.0920302286881,175.96156221585548,146.97351730172073,148.35429497846934,205.25552591398036,148.35429497846934,183.7832069515689,68.5999674037983,187.87317246821874,246.00222168848325
labeled-data\2015-12-04_1_SS052_eye\img15090.png,,,,,,,,,192.98562936403096,147.33180359930688,194.51936643277463,198.9676182470106
labeled-data\2015-12-04_1_SS052_eye\img16039.png,,,,,,,,,174.06953884952566,135.0619070493575,173.5582931599444,152.44426049511912
labeled-data\2015-12-04_1_SS052_eye\img16048.png,171.0020647120383,120.7470277410832,169.46832764329463,162.1579285971624,146.46227161213955,140.17436394516974,191.45189229528728,140.17436394516974,189.40690953696242,103.8759199849028,190.9406466057061,209.7037777282163
labeled-data\2015-12-04_1_SS052_eye\img19122.png,177.137012987013,128.9269587743828,176.62576729743176,168.2928768721371,155.15344833502036,146.82055790972566,198.09808625984323,148.86554066805056,180.7157328140816,76.26865274751663,182.24946988282522,233.22107944895265
labeled-data\2015-12-04_1_SS052_eye\img21052.png,178.67075005575668,131.4831872222889,177.64825867659425,171.87159669920567,155.15344833502036,150.39927773679423,198.60933194942447,151.9330148055379,188.89566384738117,81.3811096433289,188.38441815779993,240.88976479267103
labeled-data\2015-12-04_1_SS052_eye\img21472.png,,,,,,,,,166.50706481933594,142.2418975830078,165.8896078162261,165.73664842423096
labeled-data\2015-12-04_1_SS052_eye\img22657.png,165.8896078162261,129.438204463964,166.91209919538852,170.337859630462,146.46227161213955,149.37678635763177,189.9181552265436,150.91052342637545,177.137012987013,74.22366998919176,177.137012987013,241.40101048225222
labeled-data\2015-12-04_1_SS052_eye\img24028.png,175.60327591826933,127.90446739522034,177.64825867659425,176.4728079054367,153.61971126627668,149.88803204721302,202.69929746607426,150.91052342637545,182.76071557240647,79.84737257458522,177.137012987013,241.40101048225222
labeled-data\2015-12-04_1_SS052_eye\img25740.png,164.3558707474824,117.67955360359585,165.8896078162261,167.78163118255588,141.34981471632727,140.17436394516974,194.00812074319344,142.21934670349464,179.69324143491912,62.4650191288236,181.73822419324404,239.35602772392735
labeled-data\2015-12-04_1_SS052_eye\img26284.png,174.06953884952566,122.28076480982688,172.02455609120074,173.40533376794934,145.43978023297706,145.7980665305632,201.16556039733058,147.8430492888881,180.20448712450036,75.2461613683542,177.64825867659425,243.95723893015835
