scorer,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2019-11-13_13_CR017_eye\img0615.png,109.9453125,109.62153625488281,107.53905487060547,130.69801330566406,119.05068333582065,121.71365157305587,97.93252256136724,118.49564612171059,122.85446166992188,75.31832885742188,99.94377596845803,176.01749356450753,182.87086486816406,134.5498504638672,46.40632247924805,108.53614044189453
labeled-data\2019-11-13_13_CR017_eye\img0616.png,112.55314475509483,109.24029253472351,107.62325286865234,130.6813201904297,118.80723323905359,121.02684390833805,98.60171659857151,117.17817407205575,122.95516967773438,75.18457794189453,103.89363762345967,176.3514728048961,182.98971557617188,134.18893432617188,46.473453521728516,108.62371063232422
labeled-data\2019-11-13_13_CR017_eye\img0617.png,110.95074556055216,109.1098137332886,107.8219985961914,130.471923828125,119.93771304590466,123.29976239437144,98.88928919863174,117.86028207428969,122.9665298461914,75.48146057128906,107.50804901123047,175.87713623046875,183.0925750732422,135.3383331298828,46.30683135986328,108.47201538085938
labeled-data\2019-11-13_13_CR017_eye\img0619.png,112.06329084895653,110.34355093632166,108.28240966796875,130.13990783691406,120.0678772731571,122.71427541008619,99.4500031502162,117.37788446061914,122.14888763427734,75.31490325927734,101.14794572504663,176.0781849047567,183.10545349121094,134.8644561767578,46.195068359375,108.99378204345703
labeled-data\2019-11-13_13_CR017_eye\img0622.png,112.40219841820246,110.98209862607035,108.40625762939453,129.38438415527344,119.98432055890359,121.49923578897835,99.43921540345542,117.34129784085194,123.2994384765625,75.29861450195312,106.96356964111328,175.24288940429688,182.6446990966797,134.8694610595703,46.73893737792969,108.25140380859375
labeled-data\2019-11-13_13_CR017_eye\img0625.png,112.91431255363285,113.08390897048542,108.91776275634766,128.7200469970703,119.3543661767397,121.43212663006837,100.74976682109774,118.3313600707947,121.93545532226562,74.60484313964844,107.79618835449219,175.67913818359375,183.16177368164062,134.31190490722656,46.47813034057617,108.2558822631836
labeled-data\2019-11-13_13_CR017_eye\img0733.png,113.06348767364281,113.15976051229563,110.84201280490635,127.12331683006775,119.41055872717558,121.7283064345649,105.12964885672685,118.23741735512186,123.41946411132812,73.89508056640625,107.70814514160156,176.45814514160156,183.83160400390625,134.7007598876953,46.72431182861328,108.68406677246094
labeled-data\2019-11-13_13_CR017_eye\img0735.png,111.97647216466719,112.87671954915197,110.49077241169054,126.9908672024299,118.16688780206978,121.0480681905234,104.05274014879184,118.07666868457015,123.97976684570312,73.83238220214844,107.99527740478516,176.58053588867188,184.0114288330078,135.20628356933594,46.91878128051758,108.3280029296875
labeled-data\2019-11-13_13_CR017_eye\img0736.png,112.39992691466853,113.7507051691428,109.5194886180812,126.13658984446832,119.02493499681941,121.23984474026986,104.04665585456527,118.935494103,123.39385986328125,74.11515045166016,107.14794921875,176.27056884765625,183.70216369628906,134.85691833496094,46.68737030029297,108.41905975341797
labeled-data\2019-11-13_13_CR017_eye\img0738.png,111.7132910655684,113.1490978371977,109.42106858954733,126.39304992087503,118.33526710740708,121.04453081015919,103.56316670638236,118.24292556168899,123.43279266357422,73.69104766845703,107.13472747802734,176.67648315429688,183.9394989013672,135.16448974609375,47.031681060791016,108.08267974853516
labeled-data\2019-11-13_13_CR017_eye\img0742.png,113.40381524843501,112.46704036896892,111.43905312613121,127.09360283500817,119.07979471286815,122.29085098048782,104.6715391493071,118.14301983340206,123.38394165039062,73.94930267333984,107.02326202392578,175.76385498046875,183.6441192626953,135.21255493164062,46.998966217041016,108.11844635009766
labeled-data\2019-11-13_13_CR017_eye\img0754.png,113.37863794369261,111.90848800945706,109.98881687465615,125.46777228560289,119.6367691480676,120.77417388232163,104.77370753767698,118.42737468068101,124.5911230181978,74.88121171690497,101.90539740233845,176.5758437879987,183.9499053955078,134.67311096191406,47.672149658203125,108.07726287841797
labeled-data\2019-11-13_13_CR017_eye\img0757.png,114.58399903945386,112.58311697892086,110.90512346065461,125.31768629014903,119.67782676394512,119.94086813651936,104.96232444874809,117.67694470341212,123.83748626708984,72.73096466064453,107.52570343017578,176.44554138183594,184.16812133789062,133.97561645507812,47.88520050048828,108.4891128540039
labeled-data\2019-11-13_13_CR017_eye\img0759.png,112.84036235376851,111.76315221049234,110.36419609880747,124.88683336178585,119.0307779911711,119.19165097537545,105.41186358888538,117.45833459690273,123.5871810913086,73.16541290283203,107.51663970947266,175.95223999023438,183.68995666503906,134.4152069091797,47.639400482177734,108.13294982910156
labeled-data\2019-11-13_13_CR017_eye\img0761.png,112.6239719534376,113.22484831099743,111.56477920437672,126.7295558615237,118.9791284478029,119.84480299262795,105.20962271001142,118.52081205630185,123.85871124267578,73.5199966430664,107.96082305908203,174.90528869628906,183.593017578125,134.56838989257812,47.83784103393555,108.00900268554688
labeled-data\2019-11-13_13_CR017_eye\img0770.png,112.29317635537686,112.86317643575748,110.296072469743,125.34507572096925,117.78521204087005,120.60195399258879,106.04512786865234,118.82763671875,124.0895767211914,74.76457214355469,107.99543762207031,175.89048767089844,183.45294189453125,134.63409423828125,47.11722946166992,108.28350830078125
