scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-09-26_2_SS048_eye\img00313.png,,,,,,,,,204.53487021564968,88.23633104016193,209.02076721191406,152.88182067871094
labeled-data\2015-09-26_2_SS048_eye\img00314.png,,,,,,,,,212.00111599101035,119.96787558544492,211.87478637695312,150.2080841064453
labeled-data\2015-09-26_2_SS048_eye\img00573.png,160.20403592444546,116.23475269776458,161.60395700732562,157.7657448232085,140.60514076412363,136.76692858000652,181.66949252860746,138.16684966288665,172.33668530940662,52.771663607198604,175.13652747516687,235.2280447425758
labeled-data\2015-09-26_2_SS048_eye\img00959.png,,,,,,,,,233.4665725951724,126.96748099984558,234.87429809570312,151.05831909179688
labeled-data\2015-09-26_2_SS048_eye\img01542.png,163.4705184511658,116.70139305872462,164.8704395340459,160.56558698896876,142.4717022079638,140.9666918286469,188.2024575820481,140.03341110672682,175.13652747516687,51.83838288527852,178.8696503628472,235.2280447425758
labeled-data\2015-09-26_2_SS048_eye\img03163.png,170.47012386556645,119.03459486352483,171.40340458748653,164.76535023760914,148.0713865394843,141.89997255056699,193.80214191356868,141.43333218960694,176.06980819708696,53.70494432911869,179.33629072380728,244.56085196177668
labeled-data\2015-09-26_2_SS048_eye\img03961.png,169.0702027826863,117.6346737806447,169.53684314364637,165.69863095952925,145.27154437372405,140.50005146768686,192.86886119164853,142.36661291152706,174.2032467532468,50.438461802398365,175.60316783612694,238.0278869083361
labeled-data\2015-09-26_2_SS048_eye\img04059.png,162.07059736828563,122.30107739024515,162.5372377292457,162.43214843280893,141.53842148604372,143.29989363344714,184.0026943334077,143.76653399440718,173.73660639228672,48.105259997598125,179.8029310847673,241.29436943505638
labeled-data\2015-09-26_2_SS048_eye\img04784.png,,,,,152.7377901490848,130.70060388752594,198.9351858841291,136.76692858000652,188.66909794300818,100.83562078608313,188.15623474121094,164.32489013671875
labeled-data\2015-09-26_2_SS048_eye\img06121.png,168.1369220607662,113.43491053200432,168.60356242172628,158.6990255451286,143.8716232908439,134.90036713616632,190.06901902588828,136.30028821904648,186.80253649916796,75.17040093328069,188.2024575820481,202.5632194753727
labeled-data\2015-09-26_2_SS048_eye\img07277.png,167.20364133884613,105.0353840347235,167.6702816998062,166.63191168144934,137.80529859836338,136.30028821904648,199.40182624508918,134.43372677520628,177.4697292799671,56.971426855838985,181.20285216764745,230.56164113297535
labeled-data\2015-09-26_2_SS048_eye\img08811.png,,,143.4049829298839,125.10091955600541,120.07296488188167,106.9019454785637,163.4705184511658,108.30186656144383,173.08511352539062,107.05260467529297,170.47012386556645,147.49965688208752
labeled-data\2015-09-26_2_SS048_eye\img08838.png,,,,,,,,,277.5093994140625,110.26032257080078,277.79740688637656,135.83364785808644
labeled-data\2015-09-26_2_SS048_eye\img08843.png,,,,,,,,,229.8507537841797,116.86760711669922,230.44943237304688,125.0013656616211
labeled-data\2015-09-26_2_SS048_eye\img08846.png,,,,,,,,,224.60040573693158,121.36779666832507,224.60040573693158,134.43372677520628
labeled-data\2015-09-26_2_SS048_eye\img08847.png,,,,,,,,,214.17176818847656,113.0975112915039,212.93439671293044,147.03301652112748
labeled-data\2015-09-26_2_SS048_eye\img08856.png,,,,,,,,,251.66554667261408,141.43333218960694,253.18968200683594,167.48291015625
labeled-data\2015-09-26_2_SS048_eye\img08857.png,,,,,,,,,229.659423828125,149.90586853027344,229.07789611816406,165.69935607910156
labeled-data\2015-09-26_2_SS048_eye\img08858.png,,,,,,,,,199.40182624508918,133.03380569232615,199.8684666060492,157.7657448232085
labeled-data\2015-09-26_2_SS048_eye\img08859.png,,,,,,,,,195.20206299644877,119.50123522448487,196.2555389404297,158.0707550048828
labeled-data\2015-09-26_2_SS048_eye\img08866.png,,,,,,,,,225.53368645885166,130.70060388752594,226.00032681981168,157.7657448232085
labeled-data\2015-09-26_2_SS048_eye\img08867.png,,,,,,,,,,,,
labeled-data\2015-09-26_2_SS048_eye\img08868.png,,,,,,,,,256.7985906431746,158.23238518416855,255.8653099212545,177.36463998353034
labeled-data\2015-09-26_2_SS048_eye\img08869.png,,,166.27036061692604,156.8324641012884,138.73857932028346,131.16724424848599,195.20206299644877,132.10052497040607,164.8704395340459,123.70099847312528,168.6409149169922,218.05630493164062
labeled-data\2015-09-26_2_SS048_eye\img09207.png,,,,,,,,,279.07745361328125,149.2978057861328,279.1973279692567,169.89839420816963
