scorer,,,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,,,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2018-05-24_2_SS093_eye_clip,img05660.png,,,,,299.8891906738281,171.65524291992188,145.5203857421875,137.3762846016033,226.4563751220703,103.57886505126953,211.96087646484375,199.0151824951172,366.7156677246094,170.25428771972656,106.5687484741211,120.06362915039062
labeled-data,2018-05-24_2_SS093_eye_clip,img05661.png,,,,,302.70519169541154,170.1801442905839,141.75143432617188,148.53488159179688,224.08794720504267,101.68139551128704,214.74310302734375,215.65564814833843,371.1549987792969,175.637451171875,103.39522552490234,129.83795166015625
labeled-data,2018-05-24_2_SS093_eye_clip,img05667.png,225.27968336260187,101.42386801298548,,,315.2497863769531,168.87521362304688,155.47509340629955,142.95905565107,230.3917694091797,84.35713958740234,223.1407928466797,194.96697998046875,370.6431579589844,172.80746459960938,94.93955220454734,116.26592003744906
labeled-data,2018-05-24_2_SS093_eye_clip,img05669.png,,,,,302.7742919921875,163.03976440429688,,,227.84640216597484,100.04463786205207,215.43897990674617,185.69847259889337,371.5231018066406,166.6061248779297,122.68089294433594,121.2926254272461
labeled-data,2018-05-24_2_SS093_eye_clip,img05779.png,,,,,287.0960693359375,174.5415496826172,128.6897735595703,152.95494079589844,228.1802978515625,102.8061752319336,208.28758239746094,226.57017517089844,369.9811706542969,173.98666381835938,96.36351776123047,138.47740173339844
labeled-data,2018-05-24_2_SS093_eye_clip,img05788.png,,,,,,,,,230.07674751189774,122.45951137220854,216.8068471876382,185.64165859636248,352.18536376953125,163.27711486816406,128.85888671875,128.354248046875
labeled-data,2018-05-24_2_SS093_eye_clip,img05790.png,,,,,277.81219482421875,168.92413330078125,,,222.01168823242188,117.7559814453125,207.73927307128906,210.7162628173828,346.0382385253906,159.20556640625,99.80686950683594,140.40664672851562
labeled-data,2018-05-24_2_SS093_eye_clip,img05791.png,,,,,286.84943128740656,163.31793038789345,,,228.84453649297996,118.81088584522186,215.18996321876403,205.3494780368617,367.0479736328125,170.59597778320312,108.51029205322266,140.92051696777344
labeled-data,2018-05-24_2_SS093_eye_clip,img05792.png,,,,,,,,,231.3302001953125,129.3856201171875,223.7886781669514,179.98733120378435,366.7149963378906,167.45083618164062,121.57455444335938,133.486328125
labeled-data,2018-05-24_2_SS093_eye_clip,img05794.png,,,,,,,,,249.44374084472656,126.37171936035156,243.25042550508095,160.5845659499972,,,122.870849609375,116.36554718017578
labeled-data,2018-05-24_2_SS093_eye_clip,img35164.png,199.59249877929688,47.46598815917969,168.7281036376953,275.0528259277344,304.3199768066406,185.83734130859375,68.53598518647476,132.90370160482638,211.2621307373047,10.88117790222168,170.31930541992188,291.7359313964844,369.0467224121094,171.4937286376953,38.32365798950195,78.20391845703125
labeled-data,2018-05-24_2_SS093_eye_clip,img35178.png,202.69004821777344,47.4520263671875,166.7224578857422,274.4093017578125,304.60089111328125,186.0406951904297,68.67214908921727,131.46181240863473,213.32833862304688,10.728479385375977,171.34329223632812,292.1607360839844,368.8067932128906,172.13140869140625,38.27372741699219,78.5118637084961
labeled-data,2018-05-24_2_SS093_eye_clip,img35793.png,198.47950857181246,53.24919586680181,196.14164774919345,270.9297715259214,317.42333984375,187.73255920410156,81.18334197998047,130.2787593353572,216.6064453125,33.36150360107422,181.78199768066406,282.8515625,369.8794860839844,171.1327667236328,60.35776138305664,104.32879638671875
labeled-data,2018-05-24_2_SS093_eye_clip,img35796.png,210.3633283601318,55.7394193635497,183.43400459933298,276.0833545675618,312.5573425292969,190.30902099609375,78.6761009197916,131.3244041498049,203.96311950683594,31.763399124145508,179.77589416503906,286.5937194824219,366.81707763671875,169.67718505859375,55.40803909301758,100.07966613769531
labeled-data,2018-05-24_2_SS093_eye_clip,img35798.png,185.51426065375085,48.34499969114569,181.41574535967635,276.4689649568115,303.5365905761719,183.1845245361328,71.21856632554537,132.97729360650305,213.4927520751953,27.089292526245117,174.03358459472656,286.16162109375,364.4060363769531,169.26927185058594,51.93452453613281,98.54042053222656
labeled-data,2018-05-24_2_SS093_eye_clip,img35801.png,179.37672918663674,45.443690871272736,167.70062255859375,273.30657958984375,303.11383056640625,181.13681030273438,68.77838554474286,136.8569088212086,208.09661865234375,24.885263442993164,175.70257568359375,288.5079345703125,370.43109130859375,169.17410278320312,50.57551193237305,96.02203369140625
labeled-data,2018-05-24_2_SS093_eye_clip,img35804.png,190.10220336914062,43.98764419555664,169.29981994628906,277.023193359375,295.4974365234375,185.12545776367188,63.700996967911664,127.07457505559947,198.66603088378906,15.93571662902832,170.66622924804688,290.42242431640625,364.8780517578125,176.5141143798828,45.783531188964844,83.73394012451172
labeled-data,2018-05-24_2_SS093_eye_clip,img35809.png,171.3719485997861,40.81708603403814,166.67921447753906,275.4728088378906,291.1917724609375,185.62680053710938,66.70576477050781,127.4347915649414,201.41624450683594,14.33575439453125,176.4353790283203,289.9949035644531,365.7978210449219,168.3600616455078,39.27357877130737,79.27729710312639
labeled-data,2018-05-24_2_SS093_eye_clip,img61432.png,216.873722611377,50.452134609105286,182.48077392578125,270.4500732421875,308.6793212890625,181.6233673095703,82.55289459228516,133.92324829101562,209.13616943359375,43.303531646728516,188.50648498535156,280.6640319824219,372.9366455078125,184.4506072998047,56.56618881225586,110.51139068603516
labeled-data,2018-05-24_2_SS093_eye_clip,img61442.png,,,,,311.01226806640625,180.53570556640625,87.63179435821945,139.90792846679688,210.6439208984375,64.92029571533203,185.9888916015625,270.6864013671875,371.2680969238281,177.6848602294922,61.635494232177734,114.94929504394531
labeled-data,2018-05-24_2_SS093_eye_clip,img61445.png,,,,,321.8317565917969,181.72154235839844,100.84880828857422,143.3387451171875,221.2840576171875,78.72369384765625,205.65505981445312,250.37442016601562,375.7062683105469,175.6820068359375,79.715087890625,126.74475860595703
labeled-data,2018-05-24_2_SS093_eye_clip,img61452.png,,,,,327.5289001464844,174.68002319335938,104.45443725585938,151.42201232910156,226.82162475585938,99.98564147949219,210.7282257080078,238.56190490722656,375.4895324707031,178.3068084716797,85.12991333007812,130.90853881835938
labeled-data,2018-05-24_2_SS093_eye_clip,img61457.png,,,,,,,,,239.4646969479095,115.31484550098358,230.48892386015348,188.41740089794217,342.0687561035156,163.2826690673828,119.64909362792969,127.49584197998047
labeled-data,2018-05-24_2_SS093_eye_clip,img61460.png,,,,,324.093017578125,174.82830810546875,96.61220130828445,141.27228736417626,223.00360107421875,101.0638656616211,202.0476531982422,231.24436950683594,342.7050476074219,166.98416137695312,74.35778045654297,130.404541015625
labeled-data,2018-05-24_2_SS093_eye_clip,img61464.png,,,,,326.0251134578592,168.92630353085374,102.94110870361328,150.4355926513672,220.57443237304688,84.88752746582031,196.1284637451172,255.0380096435547,380.32855224609375,177.4191436767578,67.56436920166016,127.36190795898438
labeled-data,2018-05-24_2_SS093_eye_clip,img61474.png,,,201.53836023810453,257.73917127764093,309.9002380371094,178.97732543945312,90.45540618896484,136.50906372070312,215.4757080078125,63.20468521118164,187.57697808188266,269.50851691323453,377.3697509765625,177.8546142578125,54.101375579833984,117.73190307617188
labeled-data,2018-05-24_2_SS093_eye_clip,img61482.png,,,184.45412827457716,264.7532224678142,308.8333435058594,178.67727661132812,85.67535057159836,135.56728992600102,206.7470703125,45.908695220947266,183.33837890625,279.0386962890625,370.005615234375,177.28781127929688,49.045806884765625,107.9916763305664
labeled-data,2018-05-24_2_SS093_eye_clip,img61484.png,,,183.99681710921237,264.7148022235833,310.064453125,184.218994140625,86.31414031982422,137.4268341064453,212.40196228027344,43.079917907714844,181.3328094482422,280.1402893066406,370.69061279296875,173.5918731689453,48.200599670410156,108.62608337402344
labeled-data,2018-05-24_2_SS093_eye_clip,img61504.png,,,168.7205352783203,263.6482849121094,309.5415344238281,181.8181610107422,82.27220916748047,134.36187744140625,201.43162536621094,37.095829010009766,178.23782348632812,283.7262878417969,367.42938232421875,187.2905731201172,43.81005096435547,101.83566284179688
labeled-data,2018-05-24_2_SS093_eye_clip,img61524.png,199.67799644194326,43.47362537889836,166.24803161621094,263.347412109375,308.0492858886719,181.61187744140625,81.2377700805664,129.50437927246094,201.75074768066406,34.48674392700195,175.6283416748047,283.65203857421875,367.08941650390625,188.28367614746094,42.32283401489258,99.77037048339844
labeled-data,2018-05-24_2_SS093_eye_clip,img61526.png,188.71201011732813,44.09305705291041,167.2298583984375,263.1104431152344,308.2706298828125,185.46609497070312,82.38177490234375,129.7340087890625,209.55709838867188,35.07495880126953,180.3316192626953,284.58380126953125,366.4397888183594,187.279052734375,44.83722686767578,101.51249694824219
labeled-data,2018-05-24_2_SS093_eye_clip,img61539.png,201.63937511306148,42.848272328206576,166.1194305419922,263.87591552734375,307.4419250488281,182.2355499267578,81.28271484375,130.61639404296875,201.44625854492188,33.9239387512207,176.43801879882812,283.926025390625,367.0504150390625,187.5538787841797,42.84551239013672,99.49295806884766
labeled-data,2018-05-24_2_SS093_eye_clip,img61552.png,198.18908538450506,42.46766472322611,177.36866932788934,266.28543930237635,306.9619140625,182.8546905517578,80.67034149169922,129.77403259277344,199.99107360839844,33.36125946044922,176.13168334960938,284.4188232421875,367.3450622558594,188.77560424804688,42.04806900024414,99.01223754882812
labeled-data,2018-05-24_2_SS093_eye_clip,img61556.png,189.06960408895827,42.47592633811624,167.02456665039062,262.7434997558594,307.3121337890625,186.06756591796875,83.33071899414062,127.20108032226562,207.90451049804688,33.07946014404297,179.71678161621094,284.56219482421875,367.4734191894531,187.82669067382812,44.811126708984375,100.1618423461914
labeled-data,2018-05-24_2_SS093_eye_clip,img61563.png,198.03944797102037,42.990492254052924,174.6631000583173,266.57001571839197,305.74176025390625,183.87876892089844,81.2682876586914,128.6149444580078,202.344970703125,32.30992126464844,175.77542114257812,284.4914855957031,367.4562683105469,189.2733917236328,42.01496505737305,98.13265228271484
labeled-data,2018-05-24_2_SS093_eye_clip,img61588.png,193.11533442763533,44.812155191250326,166.14671325683594,264.5943298339844,306.79217529296875,185.42665100097656,84.24172973632812,127.88331604003906,206.43930053710938,33.18563461303711,177.64486694335938,285.99969482421875,367.229736328125,188.1185760498047,44.30723190307617,99.37168884277344
labeled-data,2018-05-24_2_SS093_eye_clip,img61599.png,198.58039584546958,45.44675642666925,165.93185424804688,263.746826171875,305.84033203125,186.82318115234375,83.17655181884766,127.88644409179688,206.49703979492188,33.22298812866211,178.62123107910156,285.2035827636719,366.93115234375,187.6419219970703,43.72492599487305,100.0872802734375
labeled-data,2018-05-24_2_SS093_eye_clip,img69439.png,229.29190063476562,152.73587036132812,,,246.43494676435125,171.9325681342703,201.59351937715127,163.07225635717424,229.8345947265625,65.53606414794922,225.98275756835938,176.76502990722656,375.90850830078125,171.56369018554688,95.12918853759766,90.25093078613281
labeled-data,2018-05-24_2_SS093_eye_clip,img69440.png,217.78347778320312,142.72276306152344,,,238.7165069580078,159.3317413330078,191.5798797607422,155.30843296372896,229.4711151123047,80.83659362792969,216.17752475324693,175.55401477951665,360.8623046875,166.64476013183594,106.55015563964844,100.60628509521484
