scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-12-15_1_SS052_eye\img04397.png,147.55290663761602,94.78384429309128,146.69511185643947,141.96255725780162,123.10575537408431,116.22871382250509,170.28446833879462,118.37320077544646,156.5597518399698,47.17623393779269,152.27077793408705,211.01503714251402
labeled-data\2015-12-15_1_SS052_eye\img04647.png,144.97952229408637,97.35722863662093,144.97952229408637,144.107044210743,121.81906320231948,119.23099555662301,167.2821866046767,121.80437990015267,155.27305966820498,43.74505481308648,152.69967532467533,211.87283192369057
labeled-data\2015-12-15_1_SS052_eye\img05286.png,147.12400924702774,98.21502341779748,146.2662144658512,142.3914546483899,122.67685798349603,118.37320077544646,168.9977761670298,122.23327729074094,151.84188054349877,41.17167046955683,150.98408576232222,213.1595240954554
labeled-data\2015-12-15_1_SS052_eye\img06473.png,,,,,,,,,175.3461456298828,113.93085479736328,175.00233963526566,136.38689118015404
labeled-data\2015-12-15_1_SS052_eye\img07407.png,150.55518837173395,100.78840776132714,149.26849619996912,145.8226337730961,128.25252406114362,122.23327729074094,173.71564746350083,124.37776424368232,156.98864923055808,54.46748957779337,155.27305966820498,211.87283192369057
labeled-data\2015-12-15_1_SS052_eye\img07612.png,150.98408576232222,87.49258865309059,149.6973935905574,147.10932594486093,119.24567885878983,115.79981643191681,179.2913135411484,117.94430338485819,159.990930964676,55.7541817495582,157.41754662114636,211.01503714251402
labeled-data\2015-12-15_1_SS052_eye\img17582.png,153.55747010585188,91.35266516838507,151.84188054349877,143.24924942956645,126.96583188937879,113.65532947897543,178.86241615056014,117.51540599426991,157.84644401173463,46.31843915661614,152.27077793408705,211.01503714251402
labeled-data\2015-12-15_1_SS052_eye\img18125.png,,,,,,,,,171.57116051055945,105.93517644838647,170.7133657293829,127.38004597780025
labeled-data\2015-12-15_1_SS052_eye\img18601.png,,,,,,,,,159.13313618349946,77.62794866956025,161.7065205270291,113.65532947897543
labeled-data\2015-12-15_1_SS052_eye\img18606.png,,,,,,,,,172.00005790114773,79.34353823191336,173.28675007291255,113.22643208838716
labeled-data\2015-12-15_1_SS052_eye\img18620.png,,,,,,,,,,,,
labeled-data\2015-12-15_1_SS052_eye\img18621.png,,,,,,,,,173.76199340820312,104.08934020996094,174.1445448540891,124.37776424368232
labeled-data\2015-12-15_1_SS052_eye\img19357.png,146.2662144658512,88.77928082485542,145.83731707526292,141.96255725780162,119.24567885878983,113.65532947897543,172.00005790114773,115.37091904132853,156.5597518399698,37.31159395426235,151.4129831529105,214.8751136578085
labeled-data\2015-12-15_1_SS052_eye\img20158.png,156.5597518399698,85.34810170014921,156.5597518399698,144.53594160133127,126.10803710820224,115.37091904132853,184.43808222820772,115.37091904132853,164.27990487055877,47.17623393779269,162.1354179176174,209.29944758016092
labeled-data\2015-12-15_1_SS052_eye\img21499.png,145.40841968467464,76.34125649779543,145.83731707526292,146.68042855427265,111.95442321878912,110.6530477448575,179.7202109317367,111.08194513544578,151.4129831529105,41.17167046955683,147.55290663761602,214.8751136578085
labeled-data\2015-12-15_1_SS052_eye\img21584.png,146.69511185643947,78.91464084132508,144.5506249034981,144.96483899191955,112.81221799996567,112.3686373072106,178.86241615056014,113.22643208838716,150.55518837173395,33.02262004837959,149.6973935905574,214.8751136578085
labeled-data\2015-12-15_1_SS052_eye\img22219.png,142.4061379505567,93.49715212132645,142.835035341145,141.10476247662507,118.81678146820155,118.80209816603474,168.56887877644152,117.51540599426991,157.84644401173463,57.89866870249958,156.13085444938153,202.86598672133678
labeled-data\2015-12-15_1_SS052_eye\img23722.png,136.40157448232085,82.34581996603129,136.40157448232085,138.53137813309542,109.38103887525946,109.36635557309268,166.42439182350014,111.08194513544578,155.70195705879325,54.46748957779337,154.41526488702843,200.29260237780713
labeled-data\2015-12-15_1_SS052_eye\img24691.png,138.54606143526223,84.91920430956094,139.83275360702706,144.96483899191955,110.66773104702429,112.3686373072106,168.56887877644152,114.51312426015198,151.4129831529105,39.02718351661545,147.55290663761602,215.30401104839677
labeled-data\2015-12-15_1_SS052_eye\img28059.png,,,158.2753414023229,139.38917291427197,121.81906320231948,102.93289471426854,191.30044047762016,111.93973991662233,188.2981587435022,86.63479387191404,188.2981587435022,186.99678326957059
