scorer,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia,Sylvia
bodyparts,pupil_top,pupil_top,pupil_bottom,pupil_bottom,pupil_left,pupil_left,pupil_right,pupil_right,lid_top,lid_top,lid_bottom,lid_bottom
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2015-12-03_1_SS052_eye\img00118.png,162.29166523700871,134.06446327780543,163.7482007754465,173.3909228156256,142.38567954502565,152.5139134313507,184.13969831357548,153.48493712364254,179.77009169826215,93.28146820154745,186.08174569815924,229.22478512240733
labeled-data\2015-12-03_1_SS052_eye\img02328.png,170.5453666214895,133.09343958551358,171.03087846763543,173.87643466177153,149.18284539106867,152.5139134313507,191.42237600576442,152.02840158520476,183.65418646742955,81.62918389404518,183.65418646742955,236.0219509684503
labeled-data\2015-12-03_1_SS052_eye\img03415.png,,,,,,,,,208.7313690185547,139.63885498046875,211.20286560058594,158.6848907470703
labeled-data\2015-12-03_1_SS052_eye\img04396.png,,,,,,,,,172.4874140060732,129.20934481634615,173.8337860107422,143.59873962402344
labeled-data\2015-12-03_1_SS052_eye\img08245.png,168.11780739075988,131.15139220092985,169.08883108305173,170.47785173875002,147.7263098526309,150.08635420062106,190.9368641596185,149.60084235447513,182.6831627751377,78.71611281716963,184.6252101597214,235.5364391223044
labeled-data\2015-12-03_1_SS052_eye\img08569.png,,,,,,,,,205.0167076978504,116.58603681655202,206.47324323628823,143.774700200724
labeled-data\2015-12-03_1_SS052_eye\img08570.png,,,156.4655230832576,166.1082451234367,132.12167358398438,138.8798828125,,,202.10363662097484,128.2383211240543,204.04568400555854,189.89832558458716
labeled-data\2015-12-03_1_SS052_eye\img11649.png,,,,,,,,,246.9373779296875,121.52265167236328,247.61187744140625,140.53466796875
labeled-data\2015-12-03_1_SS052_eye\img11655.png,,,159.8641060062791,160.28210296968555,133.160954468253,136.49202250853506,188.02379308274294,136.49202250853506,210.16831970214844,125.59555053710938,206.95875508243415,169.9923398926041
labeled-data\2015-12-03_1_SS052_eye\img11657.png,,,,,,,,,213.7559209284771,125.81076189332464,216.66899200535266,148.62981866218325
labeled-data\2015-12-03_1_SS052_eye\img15006.png,178.7990680059703,130.66588035478392,177.82804431367845,174.84745835406338,154.03796385252792,152.02840158520476,201.132612928683,152.9994252774966,186.56725754430516,81.14367204789926,187.53828123659702,236.50746281459624
labeled-data\2015-12-03_1_SS052_eye\img18562.png,167.63229554461395,135.03548697009728,169.57434292919766,170.47785173875002,149.6683572372146,150.57186604676698,188.50930492888887,152.02840158520476,184.6252101597214,75.80304174029405,183.65418646742955,238.9350220453259
labeled-data\2015-12-03_1_SS052_eye\img19050.png,,,,,,,,,184.6252101597214,152.5139134313507,183.65418646742955,171.4488754310419
labeled-data\2015-12-03_1_SS052_eye\img19051.png,,,,,,,,,215.2124564669149,146.68777127759955,214.24143277462304,159.31107927739367
labeled-data\2015-12-03_1_SS052_eye\img20161.png,166.17576000617612,131.63690404707577,167.14678369846803,174.36194650791745,142.87119139117158,152.5139134313507,191.90788785191035,152.02840158520476,184.13969831357548,72.8899706634185,186.56725754430516,238.44951019917994
labeled-data\2015-12-03_1_SS052_eye\img22799.png,,,,,,,,,174.4294613906569,132.1224158932217,172.4874140060732,155.42698450822627
labeled-data\2015-12-03_1_SS052_eye\img22937.png,,,,,,,,,183.65418646742955,143.28918835457804,183.65418646742955,163.1951740465611
labeled-data\2015-12-03_1_SS052_eye\img26574.png,171.03087846763543,124.35422635488686,174.4294613906569,171.4488754310419,148.69733354492274,147.17328312374548,198.21954185180743,147.6587949698914,184.13969831357548,77.74508912487778,188.02379308274294,236.0219509684503
labeled-data\2015-12-03_1_SS052_eye\img29183.png,165.6902481600302,121.92666712415723,167.63229554461395,172.41989912333375,139.4726084681501,145.7167475853077,193.36442339034812,146.20225943145363,183.65418646742955,96.68005112456896,185.1107220058674,221.9421074302184
labeled-data\2015-12-03_1_SS052_eye\img29210.png,,,,,,,,,226.86474077441716,141.83265281614027,225.8937170821253,155.42698450822627
labeled-data\2015-12-03_1_SS052_eye\img29570.png,,,,,,,,,256.9664752354647,126.29627373947056,255.50993969702694,141.34714096999434
labeled-data\2015-12-03_1_SS052_eye\img33987.png,169.57434292919766,121.92666712415723,169.57434292919766,166.1082451234367,146.75528616033904,142.80367650843212,192.39339969805627,143.28918835457804,192.8789115442022,107.36131173977938,191.90788785191035,210.28982312271614
labeled-data\2015-12-03_1_SS052_eye\img36086.png,167.14678369846803,127.26729743176244,167.63229554461395,169.50682804645817,145.7842624680472,146.20225943145363,188.50930492888887,149.1153305083292,183.65418646742955,89.88288527852598,183.65418646742955,236.50746281459624
