scorer,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000,DLC_resnet50_PupilDetectionOct1shuffle1_330000
bodyparts,pupil_top,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_right,pupil_left,pupil_left,pupil_left,lid_top,lid_top,lid_top,lid_bot,lid_bot,lid_bot,corner_right,corner_right,corner_right,corner_left,corner_left,corner_left
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\2019-11-13_2_CR017_eye\img00000.png,117.1661148071289,117.10501098632812,0.9999868273735046,114.85587310791016,131.56312561035156,0.9999872446060181,119.09180450439453,124.87519836425781,0.9994478225708008,109.66373443603516,123.67412567138672,0.9993842840194702,121.2220458984375,79.89556121826172,0.9974740743637085,106.15211486816406,174.30950927734375,0.9928089380264282,185.28872680664062,136.3988800048828,0.9986718893051147,47.236305236816406,110.7576675415039,0.9982035756111145
labeled-data\2019-11-13_2_CR017_eye\img01616.png,114.2822265625,120.96650695800781,0.9999886751174927,112.25732421875,130.12112426757812,0.9999763369560242,113.66339111328125,125.1375961303711,0.9998470544815063,109.9718246459961,124.56767272949219,0.9992007613182068,119.95694732666016,80.08561706542969,0.998842716217041,105.91435241699219,173.65963745117188,0.9927064180374146,184.11643981933594,135.617431640625,0.9988654851913452,47.912296295166016,110.24986267089844,0.9984097480773926
labeled-data\2019-11-13_2_CR017_eye\img02694.png,109.88392639160156,119.32139587402344,0.9999863505363464,108.8565902709961,129.2820281982422,0.9999558925628662,110.38262939453125,124.5430679321289,0.999811053276062,106.93415832519531,124.46551513671875,0.9991164803504944,119.44898986816406,80.0999526977539,0.9987125396728516,104.12088775634766,175.02430725097656,0.9960712194442749,183.6165771484375,137.33123779296875,0.9983469843864441,47.290489196777344,110.04525756835938,0.9978668689727783
labeled-data\2019-11-13_2_CR017_eye\img04310.png,111.14433288574219,123.06085968017578,0.9998740553855896,109.52232360839844,129.02578735351562,0.9999699592590332,111.11103820800781,126.0823745727539,0.9997117519378662,106.75132751464844,126.37654113769531,0.9996739625930786,118.51582336425781,80.67996215820312,0.9989970922470093,102.15571594238281,173.96536254882812,0.9978363513946533,183.1492919921875,137.71322631835938,0.9986288547515869,46.36884689331055,111.21455383300781,0.9979873895645142
labeled-data\2019-11-13_2_CR017_eye\img02963.png,110.40261840820312,120.20843505859375,0.9999699592590332,109.66084289550781,128.06561279296875,0.9999678134918213,110.13964080810547,124.2038803100586,0.9997891783714294,107.61527252197266,124.28955841064453,0.9993330836296082,120.04545593261719,79.78227233886719,0.9988417029380798,103.8256607055664,174.21107482910156,0.9965829849243164,183.7276611328125,137.46791076660156,0.9986860156059265,47.401771545410156,110.23253631591797,0.9983552694320679
labeled-data\2019-11-13_2_CR017_eye\img05118.png,109.97698974609375,119.23802185058594,0.9999794960021973,108.54621887207031,129.7278289794922,0.9999386072158813,111.14207458496094,124.64421844482422,0.9997289180755615,105.96353149414062,124.39964294433594,0.9991177916526794,118.74642944335938,79.43456268310547,0.9987279176712036,103.27375793457031,174.30165100097656,0.9974552989006042,183.2386016845703,137.45016479492188,0.9986560940742493,46.707115173339844,110.11474609375,0.997861921787262
labeled-data\2019-11-13_2_CR017_eye\img08350.png,109.77008056640625,120.6454849243164,0.9999731779098511,108.56144714355469,129.2743377685547,0.9999669194221497,110.82154083251953,125.21859741210938,0.9998457431793213,105.4490966796875,124.75060272216797,0.9992336630821228,119.69744873046875,79.79379272460938,0.9987097382545471,103.04523468017578,175.29058837890625,0.9971429109573364,183.8587188720703,136.43942260742188,0.9986880421638489,47.05101776123047,110.36676025390625,0.997818648815155
labeled-data\2019-11-13_2_CR017_eye\img09966.png,114.90548706054688,118.050537109375,0.9999867677688599,112.03153991699219,131.7281951904297,0.9999709129333496,113.31757354736328,124.82633972167969,0.9995535612106323,110.79168701171875,124.45455169677734,0.9983527660369873,120.4545669555664,79.71925354003906,0.9978576898574829,105.71795654296875,175.44227600097656,0.9931920766830444,184.6658172607422,136.12400817871094,0.9986710548400879,46.094520568847656,111.02716064453125,0.9983582496643066
