scorer,,,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab,cortex_lab
bodyparts,,,pupil_top,pupil_top,pupil_bot,pupil_bot,pupil_right,pupil_right,pupil_left,pupil_left,lid_top,lid_top,lid_bot,lid_bot,corner_right,corner_right,corner_left,corner_left
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2018-05-25_2_SS093_eye_clip,img08050.png,,,,,316.58374726867794,189.4418628590874,147.00164677683495,160.10689957681976,235.4710693359375,112.8774185180664,214.70916748046875,214.3093719482422,381.2078857421875,170.05543518066406,97.59879302978516,132.5931854248047
labeled-data,2018-05-25_2_SS093_eye_clip,img08078.png,,,,,321.41381044272714,170.24798034342106,152.1744043082802,143.34342222328854,238.5866241455078,116.7738265991211,226.9705810546875,192.9457550048828,371.14508056640625,167.67518615722656,110.63453674316406,126.9213638305664
labeled-data,2018-05-25_2_SS093_eye_clip,img08179.png,,,,,310.5842050323498,181.94935844166855,139.07778930664062,149.45852661132812,226.510009765625,110.59483337402344,213.6457061767578,203.3349609375,349.68994140625,160.76486206054688,84.99299621582031,126.28134155273438
labeled-data,2018-05-25_2_SS093_eye_clip,img08293.png,222.5460662841797,109.22042846679688,,,306.8146667480469,187.08694458007812,132.8199462890625,152.5544891357422,232.66612243652344,94.42023468017578,199.32058715820312,218.6243438720703,357.8453369140625,163.18443298339844,70.27476501464844,120.55078887939453
labeled-data,2018-05-25_2_SS093_eye_clip,img15753.png,217.8614044189453,72.30604553222656,205.34361267089844,261.61383056640625,328.3278503417969,184.69451904296875,109.76057434082031,136.72154235839844,220.2150115966797,48.72987747192383,217.0366668701172,272.5275573730469,379.9766845703125,176.2110595703125,67.2354507446289,111.09756469726562
labeled-data,2018-05-25_2_SS093_eye_clip,img19292.png,211.11936950683594,61.096717834472656,200.70009937162365,271.5252764306026,332.4862976074219,189.5286407470703,100.40477752685547,126.07408142089844,221.27455139160156,33.6148796081543,208.2924346923828,279.5350341796875,384.44622802734375,172.6303253173828,62.61149597167969,98.8125991821289
labeled-data,2018-05-25_2_SS093_eye_clip,img21509.png,208.6407012939453,50.69793701171875,195.11260510429634,269.0709909844634,330.4420471191406,176.8289031982422,92.1304931640625,118.90318298339844,218.07508850097656,22.446657180786133,198.01016235351562,279.7660827636719,383.5550842285156,168.56842041015625,56.482051849365234,89.59976196289062
labeled-data,2018-05-25_2_SS093_eye_clip,img23551.png,198.08966064453125,44.30720138549805,191.75840057626982,268.9138406702664,329.8085632324219,177.87847900390625,85.76080967966695,126.47555015309433,207.36386108398438,18.2896728515625,190.87753295898438,280.00543212890625,384.2027282714844,168.43397521972656,57.20637130737305,89.89332580566406
labeled-data,2018-05-25_2_SS093_eye_clip,img24911.png,219.78932189941406,52.87496566772461,197.29440968087528,273.0326958527912,333.4957275390625,184.55125427246094,90.6859359741211,121.48832702636719,229.06063842773438,27.474393844604492,210.00038146972656,283.0099182128906,384.58056640625,170.63162231445312,59.01706314086914,92.36955261230469
labeled-data,2018-05-25_2_SS093_eye_clip,img25093.png,206.04984681316301,52.32393601115592,200.71338181951643,275.4586101252163,333.6412353515625,189.68814086914062,91.38960266113281,123.2264175415039,225.68075561523438,30.55773162841797,209.61387634277344,282.7840270996094,383.9803771972656,171.2875518798828,59.05010986328125,94.19019317626953
labeled-data,2018-05-25_2_SS093_eye_clip,img25339.png,232.778480735573,51.21091998497877,229.01203602690737,271.84833120595744,353.87996337238894,172.30232726887849,107.96784210205078,134.53550720214844,215.27870178222656,37.21942138671875,209.50193786621094,277.20245361328125,387.82122802734375,164.40274047851562,66.7658920288086,110.5674819946289
labeled-data,2018-05-25_2_SS093_eye_clip,img27607.png,205.8072412549289,47.0283178922748,196.89146480790515,273.0152111262441,339.086181640625,180.25506591796875,92.5340347290039,122.97943115234375,229.89453125,27.97722625732422,206.25823974609375,283.71875,385.4765319824219,169.26913452148438,59.379817962646484,92.4723892211914
labeled-data,2018-05-25_2_SS093_eye_clip,img29576.png,220.1847247461091,51.773506656529946,194.14272275550996,271.54048152665007,336.3812561035156,182.46726989746094,96.99938201904297,124.77144622802734,223.7238311767578,31.953771591186523,210.94642639160156,282.3434753417969,386.080810546875,171.13668823242188,60.259464263916016,97.78340148925781
labeled-data,2018-05-25_2_SS093_eye_clip,img35695.png,,,,,,,,,232.05252075195312,86.26497650146484,216.88531494140625,248.18138122558594,369.3631896972656,164.66915893554688,77.14823150634766,123.42611694335938
labeled-data,2018-05-25_2_SS093_eye_clip,img35724.png,,,,,,,,,220.89651128260664,68.39158724693652,197.1963348388672,253.9627227783203,362.0012512207031,166.36196899414062,77.4887466430664,121.75704193115234
labeled-data,2018-05-25_2_SS093_eye_clip,img35770.png,,,,,340.819828943884,171.1615213521282,91.28749670664567,138.67761583963832,229.8965301513672,52.30915451049805,188.51011657714844,266.59014892578125,365.4739356791123,167.39522846476157,71.06501007080078,113.83845520019531
labeled-data,2018-05-25_2_SS093_eye_clip,img36015.png,209.91113515726767,43.63576565297586,199.28744393157427,265.98928131357457,344.75936772410057,170.38850283813713,87.8031821645097,130.19661889394024,215.40443420410156,34.88779830932617,198.18621826171875,280.60614013671875,386.15069580078125,165.79774475097656,61.256160736083984,96.33365631103516
labeled-data,2018-05-25_2_SS093_eye_clip,img36279.png,207.49532377624394,41.71899940745254,201.12229454039937,268.1377610727902,346.4220886230469,176.5276641845703,86.11344146728516,121.8892593383789,213.01095581054688,31.36750030517578,198.50660705566406,281.5182800292969,385.5893249511719,166.2933349609375,60.25910949707031,92.86737060546875
labeled-data,2018-05-25_2_SS093_eye_clip,img36622.png,212.27188729664329,36.04742497237851,198.28722156074787,272.7051897362411,340.0043029785156,179.9751434326172,89.28663635253906,122.741943359375,224.76272583007812,22.575199127197266,220.54750061035156,284.5694885253906,387.80145263671875,165.83265686035156,62.26377487182617,89.0503158569336
labeled-data,2018-05-25_2_SS093_eye_clip,img37334.png,210.09737688446222,43.175980191550025,203.31327121733727,270.77183536274714,347.3182067871094,178.01968383789062,87.24891662597656,122.25299072265625,214.468994140625,25.360464096069336,202.6171875,284.09686279296875,387.12322998046875,163.78433227539062,60.6395149230957,90.18041229248047
labeled-data,2018-05-25_2_SS093_eye_clip,img38197.png,208.44106231435518,37.18277154286602,199.11770867919444,266.86452428181565,342.14544677734375,179.12779235839844,86.4956283569336,116.3992691040039,214.5432586669922,27.51104736328125,200.2839813232422,281.9507751464844,387.4209289550781,166.12130737304688,64.09649658203125,88.3001708984375
labeled-data,2018-05-25_2_SS093_eye_clip,img38511.png,216.0901434293586,39.24714340698756,202.6902068358607,273.0926549364262,353.17858702146896,172.86859557453744,96.62744903564453,125.77149200439453,223.7864227294922,23.12698745727539,222.975830078125,282.0274353027344,385.92236328125,159.88235473632812,65.73298645019531,97.97605895996094
labeled-data,2018-05-25_2_SS093_eye_clip,img39914.png,213.1412597982112,38.927268079440694,199.11694385241623,272.3491082144534,342.58664855142376,179.35313965169613,88.72981262207031,125.1500015258789,226.26922607421875,19.752614974975586,215.99705505371094,285.3004150390625,387.58978271484375,164.2134246826172,61.9604377746582,89.3849105834961
labeled-data,2018-05-25_2_SS093_eye_clip,img44088.png,209.55734318526913,43.387397478859896,195.98675286940306,270.2060094856395,336.3932189941406,183.83096313476562,91.84099578857422,123.50471496582031,227.5606689453125,25.840970993041992,202.4617919921875,283.3638000488281,388.6141662597656,167.96749877929688,60.80440139770508,95.06930541992188
labeled-data,2018-05-25_2_SS093_eye_clip,img45003.png,208.47482649739902,44.49359335581562,189.75369383493563,266.54271288553673,335.80816650390625,184.13706970214844,88.45905303955078,122.6565170288086,216.3788299560547,28.895219802856445,189.4064483642578,279.4984436035156,386.24029541015625,170.59332275390625,60.68262481689453,92.9431381225586
labeled-data,2018-05-25_2_SS093_eye_clip,img45129.png,203.67337149811328,42.807337524416425,195.7835142160984,267.81724667358156,339.4206237792969,182.91957092285156,88.77633666992188,121.38481140136719,213.77235412597656,27.975038528442383,193.90855407714844,281.91448974609375,387.1522216796875,167.8626251220703,60.95472717285156,91.46700286865234
labeled-data,2018-05-25_2_SS093_eye_clip,img47920.png,,,,,,,,,253.31155395507812,135.32583618164062,250.00930786132812,175.5208740234375,416.0885314941406,166.57781982421875,127.67381286621094,131.4473419189453
labeled-data,2018-05-25_2_SS093_eye_clip,img48126.png,,,,,317.190649172466,178.2893829345703,116.17521256256165,150.67910883839946,223.14630126953125,90.90222930908203,208.175537109375,240.34275817871094,373.8676452636719,164.49879455566406,81.55667114257812,129.8291778564453
labeled-data,2018-05-25_2_SS093_eye_clip,img50138.png,214.9669189453125,39.20758056640625,192.16131764148895,268.4122563850025,331.5999755859375,174.8002471923828,86.89066314697266,115.16494750976562,207.8417510986328,12.903294563293457,193.73680114746094,281.9012145996094,383.8084411621094,166.2623291015625,51.29985427856445,79.42372131347656
labeled-data,2018-05-25_2_SS093_eye_clip,img55640.png,,,206.2098611958782,266.6503319346114,353.12689208984375,170.38198852539062,91.99920654296875,127.66734313964844,224.72543334960938,44.847145080566406,205.14874267578125,276.7897033691406,380.19671630859375,161.0796356201172,69.47344207763672,104.15483093261719
labeled-data,2018-05-25_2_SS093_eye_clip,img55723.png,207.43118053435978,38.29109277598394,192.0120098749747,267.9884057006788,342.0071716308594,170.10694885253906,85.43598175048828,124.33685302734375,213.53009033203125,26.222322463989258,193.35354614257812,280.6335754394531,383.8839416503906,163.4661102294922,57.813682556152344,95.66631317138672
labeled-data,2018-05-25_2_SS093_eye_clip,img56391.png,216.24758911132812,33.94163513183594,194.60977902992403,266.7272423778734,336.2632141113281,174.49813842773438,86.69881439208984,115.4583740234375,211.9937744140625,16.379833221435547,206.1320343017578,281.89947509765625,383.788818359375,164.31442260742188,57.93601989746094,85.86468505859375
labeled-data,2018-05-25_2_SS093_eye_clip,img57171.png,208.56778772990305,36.48692468770304,188.45581409962517,266.40031903838934,336.28485107421875,176.94332885742188,90.01416778564453,120.61286926269531,214.3878631591797,23.72428321838379,194.23129272460938,281.3441467285156,388.29656982421875,170.0744171142578,58.596412658691406,92.02677917480469
labeled-data,2018-05-25_2_SS093_eye_clip,img58195.png,230.6905964329933,34.72840851593077,196.82389222211904,263.58127310687826,331.455078125,175.22805786132812,85.45235031890928,122.30878273518724,219.591552734375,18.961931228637695,194.10545349121094,276.51788330078125,383.61053466796875,166.9542694091797,64.85977935791016,89.45198059082031
labeled-data,2018-05-25_2_SS093_eye_clip,img58406.png,206.3829718962578,27.240889600436844,187.92905577798626,262.64530210610104,330.62200927734375,173.13949584960938,84.41971588134766,116.73506927490234,227.25323486328125,13.608939170837402,199.70411682128906,278.4236755371094,381.1565856933594,162.7303924560547,63.5318717956543,85.52559661865234
labeled-data,2018-05-25_2_SS093_eye_clip,img59321.png,204.91350145975554,26.373225430806656,188.80737071990671,264.21703280893826,334.1814270019531,166.4364776611328,83.88501328277647,106.54626114908538,219.59144592285156,5.993488311767578,196.87608337402344,280.61114501953125,383.7010192871094,155.68252563476562,61.41804885864258,72.5340805053711
labeled-data,2018-05-25_2_SS093_eye_clip,img62331.png,212.2110137939453,23.356285095214844,179.65383911132812,265.0587158203125,337.9346618652344,171.1585235595703,86.21268463134766,113.40480041503906,206.24969482421875,0.3329029083251953,182.90707397460938,278.0647888183594,383.9060974121094,154.89439392089844,58.69868087768555,75.93077850341797
labeled-data,2018-05-25_2_SS093_eye_clip,img65463.png,203.43182373046875,13.835960388183594,193.39620971679688,270.1640930175781,329.2177734375,165.87811279296875,77.02205752281549,99.20542809319005,,,191.83499145507812,283.8248291015625,383.263427734375,150.791259765625,66.56954956054688,52.95121765136719
labeled-data,2018-05-25_2_SS093_eye_clip,img67885.png,199.6596221923828,16.694488525390625,194.75692983500204,272.0370413055408,336.970458984375,171.88539123535156,72.32968139648438,112.10205841064453,,,194.55422973632812,283.7626037597656,381.10687255859375,151.1372528076172,60.23202133178711,68.07262420654297
labeled-data,2018-05-25_2_SS093_eye_clip,img68287.png,186.87685562134976,13.433812517800561,192.9146845932001,266.68243290964745,328.20572485605976,166.7999103266396,69.62886047363281,118.73435386149245,,,183.72732543945312,280.6322326660156,377.64080810546875,144.53192138671875,63.374820709228516,62.04421615600586
